"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
-12.7,-220.86,-31.05,0.27,0.82,0.82,890.25,294.09,533.27,NA,0.61,10.59,17.39,-6.85,94.25,11.5,0.11,1236,0,14.29,237.3,-25.79,136.76,-35.55,0.17,0.42,0.42,501.73,136.52,551.54,NA,1.19,-6.3,-5.3,-15.29,118.86,-5.46,-0.21,NA,0,14.47,51.27,-46.82,60.34,-65.32,0.1,0.27,0.27,507.87,144.83,849.89,NA,1.78,-2.29,-1.29,-26.24,177.59,-7.93,-1.28,NA,0,28.72,-87.64
9.14,13.67,3.2,1.39,4.06,4.13,127.31,62.37,28.17,2.03,0.33,0.5,1.5,139.61,33.16,33.71,16.41,28777.56,0.48,45.63,92.1,8.04,19.01,1.87,2.07,3.14,3.14,84.78,15.32,24.7,NA,0.58,1.37,2.37,212.35,57.72,19.16,14.01,NA,0.85,34.64,70.46,13.02,52.41,NA,1.25,1.79,1.79,71.51,12.14,38.79,NA,0.75,3.02,4.02,253.04,75.15,22.13,NA,NA,0.84,34.23,68.79
2.38,-63.64,1.44,0.43,0.69,0.87,220.82,47.37,119.99,32.37,1.04,-27.74,-26.74,2.38,103.74,6.34,0.24,NA,27.62,0,0,4.1,1677.82,1.91,0.63,0.76,0.83,169.95,20.68,157.1,11.11,1,408.08,409.08,5.63,99.76,13.61,0.29,NA,0,0.72,6.23,1.4,15.63,1.35,0.07,0.94,1.1,350.27,220.38,170.39,40.55,0.91,10.15,11.15,2.84,91.03,12.44,1.38,NA,34.92,1.39,7.8
0.66,36.13,0.14,0.22,0.26,1.02,78.55,3.32,56.6,58.62,0.98,53.44,54.53,28.91,98.17,0.68,NA,17100,25,6.1,94.37,5.51,96.59,1.75,0.39,0.4,1.06,115.48,1.05,94.84,71.3,0.94,16.53,17.53,22.55,94.3,5.84,NA,NA,11.08,5.41,66.24,-12.39,190.01,-4.87,0.08,0.59,0.92,143.18,75.88,143.59,50.69,1.07,-16.34,-15.34,1.86,106.52,-11.63,-3.44,NA,4.71,5.61,198.14
-2.76,64.47,-5.82,0.17,0.37,0.38,767.26,160.62,791.33,7.51,1.04,-24.35,-23.35,-0.72,104.28,-2.65,-0.07,-434,0,4.3,-1333.64,1.96,-71.42,1.54,0.28,0.33,0.33,285.33,15.26,289.93,NA,1.03,-37.46,-36.46,6.88,102.74,1.91,-0.04,NA,0,2.62,43.4,0.45,-27.29,0.62,0.09,0.13,0.28,507.46,20.52,510.11,76.7,1.02,-61.96,-60.96,4.58,101.64,0.44,-0.02,NA,0,3.94,52.56
0.32,0.88,0.53,0.03,3.69,4.05,598.12,134.05,43.31,25.15,0.62,1.68,2.72,5.28,63.25,8.03,1.7,24436.5,4.45,8.15,42.02,0.1,0.3,0.28,0.1,3.53,3.73,1053.8,188.57,83.27,30.33,66.52,203.72,3.06,3.31,66.52,6.23,1.66,NA,6.22,6.6,37.07,0.06,0.36,0.13,0.64,2.17,2.24,728.61,251.69,240.26,15.96,82.13,464.71,5.66,1.8,82.13,2.25,2.7,NA,0,2.5,22.48
11.92,27.1,9.23,1.46,1.79,1.79,281.65,50.16,77.64,NA,56.01,127.32,2.27,11.92,56.01,21.29,NA,NA,28.14,0,0,2.41,5.31,3.86,1.51,1.83,1.83,583.23,101.53,199.67,NA,54.59,120.22,2.2,2.41,54.59,4.42,NA,NA,19.98,0,0,-10.09,-17.6,-31.78,2.34,2.34,2.34,1146.72,NA,96.92,NA,42.68,74.47,1.74,-10.09,42.68,-23.64,NA,NA,34.14,0,0
2.16,2.44,0.62,6.1,17.47,17.47,104.93,1.52,2.94,NA,0.09,0.1,1.13,29.54,8.9,280.96,1.88,NA,0.01,5.86,222.93,-33.8,-38.33,-13.9,3.24,8.04,8.04,149.72,2.41,6.72,NA,0.06,0.06,1.13,4.11,5.69,-492.13,1.41,NA,0,11.53,183.7,1.99,2.63,0.97,11.24,21.85,27.18,177.8,44.71,4.21,22.44,0.24,0.32,1.32,37.49,24.47,22.43,2.8,NA,0,12.83,36.49
9.13,20.24,1.89,0.77,1.79,1.82,75.41,41.4,40.86,1.37,0.55,1.22,2.22,27.4,54.88,18.05,NA,5345.5,0,3.78,52.7,12.25,14.65,2.58,1.8,5.33,6.3,76.56,42.51,12.02,11.63,0.16,0.2,1.2,41.15,16.38,74.8,NA,NA,0,6.08,57.68,15.27,19.55,4.61,2.17,3.81,4.08,109.89,38.31,23.38,6.46,0.22,0.28,1.28,36.98,21.9,73.04,6.41,NA,0,6.55,49.07
-14,308.43,-112.75,0.2,0.45,0.45,2931.66,524.94,2118.79,NA,1.05,-23.03,-22.03,-14,104.54,9.43,0.4,NA,0,0,0,-7.78,51.94,-17.41,0.02,0.32,0.32,814.7,278.68,925.75,NA,1.15,-7.68,-6.68,-7.78,114.97,31.52,-0.24,NA,0,0,0,-34.05,62.83,-63.79,0.43,0.49,0.49,681.9,58.41,1039.89,NA,1.54,-2.85,-1.85,-34.05,154.19,16.2,-2.16,NA,0,0,0
28.53,78.59,55.41,0.02,0.03,1.64,706.9,2.1,407.85,664.81,0.64,1.75,2.75,45.15,63.69,44.8,9.43,3858.5,4.42,32.27,131.97,36.05,50.87,69.43,0.26,0.28,4.21,701.01,2.93,148.73,584.98,0.29,0.41,1.41,51.44,29.13,133.05,8.06,NA,6.9,29.64,220.16,-17.87,-25.4,-31.47,0.4,0.41,3.53,641.2,2.48,179.22,559.17,0.3,0.42,1.42,3.66,29.65,-52.15,299.05,NA,0,37.91,243.08
4.47,6.5,3.3,0.47,0.9,3.04,268.2,35.25,82.36,179.15,0.31,0.45,1.45,12.47,31.17,23.33,12.92,25831.4,0,5.89,45.47,14.13,23.06,9.38,0.52,0.67,2.42,241.71,13.89,92.26,161.38,0.39,0.63,1.63,21.34,38.66,40.3,9.32,NA,0,3.44,18.95,39.76,46.79,12.42,0.39,1.11,6.23,113.7,12.16,16.71,85.48,0.15,0.18,1.18,55.17,14.95,283.18,12.04,NA,0,3.46,15.82
36,46.06,12.23,3.64,4.82,4.82,123.69,29.98,25.36,NA,0.22,0.28,1.28,60.84,21.83,164.93,NA,35625,0,8.44,39.33,-43.86,-145.89,NA,0.34,1.01,1.01,136.37,61.94,92.2,NA,0.7,2.33,3.33,-15.87,69.9,-52.54,0.98,NA,0,7.53,-443.56,21.25,50.75,NA,0.74,1.48,1.48,142.22,59.76,80.88,NA,0.58,1.39,2.39,42.25,58.13,47.77,2.87,NA,0,5.9,27.68
0.68,100,0.53,0.05,1,1,283.64,265.88,278.63,NA,0.99,146.84,147.84,0.68,99.32,0.68,NA,NA,0,0,0,-0.08,-11.46,-0.03,0.09,1.01,1.01,150.5,135.64,147.77,NA,0.99,137.82,138.82,-0.08,99.28,-0.08,NA,NA,0,0,0,16.01,97.03,2.25,0.28,1.2,1.2,51.22,38.84,42.3,NA,0.83,5.06,6.06,16.01,83.5,19.17,NA,NA,0,0,0
76.89,92.8,NA,4.72,6.18,6.18,258.01,59.79,40.97,0,0.17,0.2,1.21,85.04,16.79,461.15,100.47,NA,0,3.96,5.15,41.13,85.14,NA,1.46,1.96,1.96,382.88,96.04,191.89,0,0.51,1.06,2.07,50.93,51.21,81.28,72.95,NA,0,7.59,11.39,1.07,13.45,NA,0.56,0.75,0.75,279.63,45.81,251.44,0.15,0.91,11.48,12.55,12.21,91.48,5.17,0.26,NA,0,6.21,10.13
-0.02,-0.03,-0.02,0.27,1.05,1.14,298.13,NA,122.33,12.12,0.42,0.73,1.73,11.09,42.13,-0.04,NA,4049.67,0,9.1,87.61,-0.12,-0.38,-0.09,0.07,0.89,1.11,280.53,147.77,156.5,41.22,0.69,2.27,3.27,8.21,69.46,0.28,7.23,NA,9.08,4.41,52.48,2.32,4.17,0.94,0.19,0.56,1.68,147.66,21.4,24.83,63.24,0.44,0.8,1.8,16.47,44.31,10.2,10.03,NA,21.74,4.1,42.99
-91.8,-666.32,-44.89,0.12,0.12,0.21,177.97,NA,151.77,13.65,0.86,6.26,7.26,-91.8,86.22,-64.69,0.17,NA,0,0,0,9.35,11.46,6.97,1.24,4.43,4.65,271.23,154.49,49.2,10.95,0.18,0.23,1.23,23.21,18.41,66.8,5.63,NA,0.02,7.61,53.67,-65.81,-216.79,-24.22,0.47,0.66,0.75,133.96,10.11,63.78,6.16,0.7,2.29,3.29,-27.45,69.64,-94.5,0.82,NA,20.84,10.93,-188.7
-0.18,-0.18,-9,NA,NA,NA,14274.26,NA,NA,NA,NA,NA,1,-0.18,0,NA,NA,NA,0,0,0,8.86,8.86,100,NA,NA,NA,4109.82,NA,NA,NA,NA,NA,1,8.86,0,NA,NA,NA,0,0,0,37.04,37.04,100,NA,NA,NA,982.84,NA,NA,NA,NA,NA,1,37.04,0,NA,NA,NA,0,0,0
-3.04,-3.04,-0.43,NA,NA,NA,51.68,NA,NA,NA,NA,NA,1,-3.04,0,NA,NA,NA,0,0,0,-9.84,-10.92,NA,10.16,10.16,10.16,NA,NA,NA,NA,0.1,0.11,1.11,-9.84,9.84,-100,NA,NA,0,NA,NA,1.62,5.18,1.04,0.23,1.37,1.37,232.85,180.04,158.21,NA,0.69,2.19,3.19,1.62,68.7,5.23,5.3,NA,0,0,0
3.14,29.43,3.25,0.28,0.7,0.8,377.36,138.58,300.55,35.4,0.89,8.38,9.38,7.15,89.34,5.88,0.38,20457,8.43,4.16,35.2,7.92,45.88,3.94,0.29,0.74,0.86,181.15,66.38,131.91,17.4,0.83,4.79,5.79,15.49,82.73,12,0.6,NA,8.57,2.69,25.94,9.77,33.41,3.84,0.27,0.65,0.99,143.12,37.81,83.11,34.35,0.71,2.42,3.42,22.1,70.74,17.29,0.97,NA,11.28,3.47,31.16
-25.28,146.59,-39.17,0.24,0.27,0.71,563.92,20.03,601.45,289.36,1.17,-6.8,-5.8,-16.73,117.25,-16.43,-0.98,-6144,8.77,13.26,-98.16,9.56,-198.16,18.14,0.04,0.29,0.86,690.57,178.75,714.93,408.94,1.05,-21.73,-20.73,9.18,104.82,13.91,-0.5,NA,0,-0.53,-1.68,0.53,-14.36,0.92,0.01,0.38,0.93,637.18,241.25,652.52,353.57,1.04,-28.24,-27.24,0.53,103.67,4.72,-0.92,NA,0,0,0
8,33.68,9.21,0.65,1.2,1.2,418.7,169.41,312.38,NA,0.76,3.21,4.21,19.72,76.24,15.53,2.5,10940.5,0,13.47,43.65,4.22,10.78,NA,1.44,1.52,1.52,218.58,10.31,129.54,0,0.6,1.54,2.56,14.1,60.24,16.35,4.69,NA,0,4.26,29.28,10.16,30.58,7.68,1.06,1.46,1.46,275.18,71.38,180.57,NA,0.67,2.01,3.01,19.81,66.77,17.72,10.17,NA,0,5.37,31.24
8.72,-16.66,4,0.06,0.12,0.46,167.17,15.89,238.95,81.17,1.52,-2.91,-1.91,8.72,152.34,5.72,-1.33,NA,0,0,0,21.65,48.65,5.21,0.71,0.85,1.32,87.68,6.58,48.13,22.88,55.51,124.76,2.25,24.86,55.51,55.62,1.71,NA,0,0.63,6.19,20.3,36.49,5.37,0.45,0.74,1.33,96.35,12.36,42.28,24.96,44.38,79.8,1.8,26.03,44.38,74.2,1.39,NA,0,1.2,9.46
0.49,3.39,0.16,NA,0,0.95,121.88,NA,63,99.63,0.86,5.94,6.94,0.49,85.59,6.06,0.81,NA,33.32,0,0,1.2,24.56,0.78,NA,0.01,0.55,235.87,2.93,187.91,118.24,0.95,19.39,20.39,1.2,95.1,6.68,0.1,NA,14.54,0,0,0.06,0.21,0.02,0.18,0.31,1.07,150.6,11.75,66.02,67.9,0.73,2.64,3.64,0.06,72.53,10.49,1.12,NA,15.67,0,0
2.95,3.45,5.18,6.93,6.93,6.93,639.19,NA,91.24,NA,0.14,0.17,1.17,2.95,14.43,20.43,NA,NA,0,0,0,13.52,15.07,18.1,6.92,6.98,6.98,487.18,3.08,49.52,NA,0.1,0.11,1.11,13.52,10.28,131.55,3.19,NA,0,0,0,5.56,10.63,3.18,2.07,2.07,2.07,208.36,0.14,98.33,NA,0.48,0.91,1.91,5.56,47.72,11.65,NA,NA,0,0,0
4.45,4.68,26.06,17.62,19.99,19.99,2131.69,249.54,105.47,NA,0.05,0.05,1.05,4.45,5,88.96,NA,NA,0,0,0,14.99,15.9,18.46,17.38,17.38,17.38,448.39,NA,25.51,NA,0.06,0.06,1.06,14.99,5.75,260.53,NA,NA,0,0,0,1.43,1.49,5.7,23.5,23.78,23.78,1450.26,16.92,60.32,NA,0.04,0.04,1.04,1.43,4.21,34.01,NA,NA,0,0,0
-3.24,-3.57,-32.49,0.18,0.37,0.37,3650.21,62.87,329.55,NA,0.09,0.1,1.1,-3.24,9.16,44.7,0.94,NA,0,0,0,-5.9,-6.24,-57,0.38,0.64,0.64,3516.51,48.62,187.65,NA,0.05,0.06,1.06,-5.9,5.4,78.49,0.98,NA,0,0,0,-0.05,-0.05,-0.4,1.47,2.37,2.37,2848.03,77.82,86.43,NA,0.03,0.03,1.03,-0.05,3.07,191.31,1.05,NA,0,0,0
14.98,15.36,74.19,42.35,43.17,43.17,1802.3,33.87,41.29,NA,0.02,0.03,1.03,14.98,2.46,608.51,NA,NA,0,0,0,40.05,43.82,NA,11.65,12.27,12.27,687.45,34.18,55.41,NA,0.09,0.09,1.09,40.05,8.61,465.29,NA,NA,0,0,0,30.5,30.75,75.46,202.15,211.17,211.17,900.63,38.06,4.22,NA,0.01,0.01,1.01,30.5,0.81,3744.69,NA,NA,0,0,0
-6.08,-31.1,-10.69,0.03,1.24,1.24,639.94,618.17,509.2,NA,0.8,4.12,5.12,-6.08,80.45,-7.56,NA,NA,0,0,0,10.93,39.22,7.34,0.05,1.38,1.38,244.46,233.43,174.38,NA,72.12,258.72,3.59,10.93,72.12,15.16,NA,NA,0,0,0,8.2,26.13,3.9,0.29,1.46,1.46,173.08,137.26,117.44,NA,68.61,218.57,3.19,8.2,68.61,11.96,NA,NA,0,0,0
3.78,5.3,32.67,0.84,2.03,4.28,3142.66,245.51,206.02,469.73,0.07,0.1,1.4,17.03,28.55,156.73,1,-6935.13,0,114.4,-112.92,7.24,9.8,63.04,1.48,2.22,4.16,3168.96,155.35,211.26,409.94,0.07,0.09,1.35,19.54,7,200.44,1.03,NA,0,77.03,-62.11,3.65,5.1,29.91,3.89,4.69,6.25,2980.17,155.66,195.5,305.56,0.13,0.18,1.4,15.2,12.82,102.27,1.33,NA,0,67.63,-108.78
0.51,0.54,0.75,23.95,23.95,23.95,264.77,NA,21.86,NA,0.04,0.04,1.04,0.51,4.17,12.33,NA,NA,0,0,0,17.04,43.14,8.08,1.21,1.55,1.6,172.61,35.28,105.14,5.82,60.49,153.12,2.53,17.04,60.49,44.46,39.07,NA,0,0,0,1.36,4.59,0.86,1.11,1.45,1.57,230.26,30.16,90.2,10.85,69.62,234.21,3.36,1.36,69.62,10.86,1.86,NA,0,0,0
9.9,13.06,5.14,-0.91,-0.66,2.87,188.94,5.73,23.27,83.41,0.24,0.32,1.32,21.89,24.17,70.38,1.36,34019,10.54,6.22,34.97,16.88,19.64,8.45,-0.83,0.14,4.24,182.06,19.27,19.93,81.65,0.14,0.16,1.16,28.55,14.01,160.83,1.68,NA,2.4,4.21,21.78,16.14,18.25,9.12,0.4,0.58,3.95,205.76,4.22,22.39,75.44,0.12,0.13,1.13,26.79,11.55,176.39,1.57,NA,0,4.39,21.41
-0.18,-1.59,-0.1,0.26,0.34,0.35,214.3,16.36,188.27,0.97,0.89,7.96,8.96,10.39,88.83,7.15,0.16,16418,0,6.22,56.89,2.3,16.75,NA,0.41,0.55,0.55,229.13,27.05,195.48,1.1,0.86,6.28,7.28,13.31,86.27,8.94,0.26,NA,0,4.83,41.35,-2.1,-11.29,NA,0.23,0.31,0.31,151.57,8.83,122.04,1.08,0.81,4.38,5.38,14.72,81.43,3.72,0.25,NA,0,4.87,52.52
29.75,42.6,23.68,2.15,3.28,3.28,280.91,97.8,86.4,NA,0.3,0.43,1.43,29.75,30.16,98.65,NA,NA,0,0,0,29.97,43.09,NA,1.59,1.84,1.84,243.26,17.95,71.98,NA,0.3,0.44,1.44,37.27,30.45,126.6,1.59,NA,0,3.71,9.06,28.08,29.38,NA,16.84,19.47,19.47,249.23,22.9,8.71,NA,0.04,0.05,1.05,36.42,4.44,917.62,3.22,NA,0,3.88,8.17
4.85,13.07,9.23,0.85,1.27,1.35,692.61,177.96,430.82,37.22,0.63,1.69,2.69,4.85,62.89,25.37,2.53,NA,0,0,0,-18.1,-74.67,-47.35,0.98,1.02,1.27,952.17,29.65,713.43,174.68,0.76,3.13,4.13,-18.1,75.76,-7.17,5.96,NA,0,0,0,32.76,69.98,36.79,0.6,1.82,1.88,408.78,262.22,215.01,12.54,0.53,1.14,2.14,32.76,53.18,66.04,NA,NA,0,0,0
10.03,15.83,2.17,1.45,1.74,2.73,78.71,8.22,28.54,28.7,0.37,0.58,1.58,10.03,36.67,27.35,NA,NA,0,0,0,14.71,46.7,5.47,1.2,1.48,1.52,135.28,24.12,87.89,3.77,0.68,2.17,3.17,15.46,68.49,21.48,NA,NA,0,0.28,2.74,-43.59,-161.99,-5.04,0.44,1.04,1.49,42.1,16.75,27.94,12.7,0.73,2.72,3.72,69.31,73.09,-59.64,NA,NA,0,13.06,118.49
14.82,21.17,15.71,0.75,2.65,2.65,385.75,153.96,109.11,NA,0.3,0.42,1.43,15.03,29.98,90.97,3.11,NA,0,0.21,0.56,47.47,65.18,27.57,1.42,3.01,3.01,211.45,76.62,55.87,NA,0.27,0.37,1.37,47.47,26.72,224.64,4.06,NA,0,0,0,27.65,59.64,19.47,0.56,1.55,1.55,256.32,100.06,123.1,NA,0.53,1.15,2.16,27.76,53.4,62.07,1.98,NA,0,0,0
23.16,-374.95,4.76,0.15,0.7,0.95,74.76,41.12,73.85,18.34,1.06,-17.19,-16.19,67.2,106.18,22.11,-1.2,36715.44,0,9.05,64.2,19.08,139.79,4.07,0.21,0.86,1.13,77.66,42.5,65.12,17.74,0.86,6.32,7.32,59.87,86.35,22.5,3.5,NA,0,6.3,44.74,13.48,87.5,3.01,0.32,0.91,1.16,81.37,39.79,66.86,16.68,0.85,5.49,6.49,58.37,84.59,16.31,4.69,NA,0,6.48,45.96
4.19,74.22,4.09,0.12,1.02,1.02,354.79,236.79,262.21,NA,0.94,16.7,17.7,4.19,94.35,4.97,1.09,NA,0,0,0,1.17,29.01,NA,0.03,0.58,0.61,256.5,130.61,236.96,5.97,0.96,23.72,24.73,21.26,95.93,8.93,0.14,9250.36,1.8,10.17,52.39,8.21,67.04,4.22,0.05,0.61,0.63,187.02,87.71,154.86,2.85,0.88,7.16,8.16,37.98,87.69,27.28,0.31,NA,2.18,11.02,32.15
-2.23,-2.38,-2.04,5.46,6.11,11.75,332.63,10.92,16.86,96.39,0.06,0.06,1.06,12.08,6.09,77.21,2.4,7773.8,0,13.08,67.67,0.24,0.25,0.19,7.56,8.63,15.81,285.15,12.29,11.52,82.74,0.05,0.05,1.05,15.71,4.74,144.1,2.7,NA,0,12.12,62.22,2.7,2.91,1.87,6.08,6.76,10.64,252.26,10.86,15.93,61.67,0.07,0.08,1.08,22.58,7.09,131.62,2.91,NA,0,13.77,67.12
2.59,98.38,0.36,0.04,0.94,0.94,51.08,44.14,49.19,0.05,0.97,36.94,37.94,2.59,97.36,3.48,0.32,NA,0,0,0,-0.53,-22.32,-0.78,0.01,0.33,0.96,538.57,163.61,520.06,326.25,0.98,41.29,42.29,-0.53,97.64,1.47,0.36,NA,0,0,0,0.3,21.81,5.45,0.11,0.26,1,6705.64,971.62,6542.07,4799.41,0.99,72.78,73.78,0.3,98.64,1.24,0.74,NA,0,0,0
12.19,68.87,2.88,0.04,0.64,1,86.04,41.04,68.43,25.2,0.82,4.65,5.65,37.45,82.3,25.55,0.94,25748.5,0,5.97,47.43,1.62,8.37,0.37,0.05,0.77,1.13,84.14,47.94,66.3,23.4,0.81,4.16,5.16,26.73,80.64,12.99,1.91,NA,0,5.8,63.14,14.99,72.52,3.31,0.12,0.83,1.22,80.35,43.7,62.24,24.28,0.79,3.84,4.84,42.86,79.33,25.64,4.33,NA,0,6.15,50.72
0.62,0.64,0.74,34.66,42.03,42.03,369.67,74.48,10.1,NA,0.02,0.02,1.02,0.62,2.37,26.23,NA,NA,0,0,0,10.24,11.56,11.27,8.06,8.74,8.74,400.46,30.82,45.31,NA,11.44,12.92,1.13,10.24,11.44,89.52,NA,NA,0,0,0,-6.36,-7.08,-6.99,9.86,9.86,9.86,400.13,NA,40.15,NA,10.15,11.29,1.11,-6.36,10.15,-62.67,NA,NA,0,0,0
1.16,1.22,0.23,19.24,19.27,19.27,41.47,0.13,3.71,NA,0.05,0.05,1.05,1.16,5.19,22.38,NA,NA,0,0,0,14.34,21.35,4.61,2.92,2.92,3.05,116.96,0.12,37.98,4.73,0.33,0.49,1.49,14.34,32.83,43.67,NA,NA,0,0,0,-6.61,-22.78,-2.72,19.4,19.41,19.73,149.53,0.08,7.5,2.4,0.71,2.44,3.44,-6.29,70.96,-9.32,NA,NA,65.89,0.13,13.59
0.21,0.37,0.19,0.06,0.7,2.25,326.87,79.77,75.35,195.52,0.43,0.74,1.74,6.14,42.51,12.73,5.04,NA,18.52,5.32,41.15,-16.06,-33.35,-11.33,0.17,0.61,1.91,256.63,48.67,61.23,140.52,51.84,107.63,2.08,-9.92,51.84,-18.34,3.23,NA,18.71,3.06,27.33,2.04,3.71,1.21,0.58,1.25,2.52,215.76,44.06,38.41,83.62,45.01,81.86,1.82,10.45,45.01,22.14,3.23,NA,12.91,3.6,24.92
5.09,28.19,4.58,0.14,0.14,1.07,327.01,1.01,264.13,248.09,0.82,4.53,5.53,15.89,81.93,6.48,1.43,13115.5,0,9.7,55.13,3.93,26.09,5.21,0.09,0.09,0.48,482.27,0.87,402.91,157.09,0.85,5.64,6.64,12.68,84.94,4.78,0.25,NA,0,11.59,57.75,2.39,20.84,4.81,0.01,0.04,0.21,733.57,16.55,642.42,111.95,0.89,7.74,8.74,8.19,88.55,2.78,0.14,NA,0,11.69,60.56
