"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
1.81,2.48,2.57,1.57,3.59,3.71,512.46,276.71,137.12,17.6,0.27,0.37,1.37,1.81,26.83,6.76,NA,NA,0,0,0,-27.29,-32.14,-549.34,1.39,6.29,6.63,7326.5,5354.01,1010.22,377.44,0.15,0.18,1.18,-27.29,15.08,-180.99,NA,NA,1.14,0,0,-9.73,-12.24,-371.05,1.08,4.62,4.88,13876.7,9944.21,2810.53,751.58,0.2,0.26,1.26,-9.73,20.48,-47.53,NA,NA,0,0,0
0.66,0.84,1.75,0.02,0.29,0.98,971.49,36.49,137.7,96.76,0.21,0.27,1.27,2.47,21.48,23.04,1,6255,6.96,4.83,26.02,-12.81,-15.81,-30.37,0.02,0.31,0.6,862.84,31.78,110.34,32.17,0.19,0.23,1.23,-10.95,18.98,-34.66,0.94,-3902.5,4.7,4.41,-37.99,0.7,0.8,1.34,0.02,0.27,0.92,697.76,16.18,64.27,42.08,0.12,0.14,1.14,4.93,12.22,50.65,1,NA,1.62,5.89,27.64
26.96,90.81,9.03,0.26,1.32,1.4,122.19,83.52,78.66,6.3,0.7,2.35,3.37,63.96,70.31,43.6,3.94,9530.94,0.19,12.39,48.59,-0.03,-0.12,-0.02,0.43,1.51,1.84,224.09,82.08,75.78,25.48,0.76,3.18,4.19,35.1,76.15,3.83,1.76,6368.94,40.2,21.63,86.9,0.29,1.73,0.21,0.03,1.17,1.28,266.33,175.7,153.78,16.52,83.08,491.17,5.91,22.87,83.08,3.79,1.62,NA,23.76,16.52,79.49
22.95,28.93,2.7,4.36,4.88,4.88,42.94,4.49,8.68,NA,0.21,0.26,1.26,47.19,20.67,111.03,NA,3512.5,0,2.85,45.27,5.17,11.04,1.96,1.07,3.32,3.32,137.97,88.79,41.14,NA,0.53,1.13,2.13,31.37,53.12,9.74,NA,4297.5,22.71,9.93,76.03,19.4,37.08,13.05,1.33,2.11,2.11,244.8,89.77,27.91,NA,47.66,91.07,1.91,31.76,47.66,40.71,NA,NA,35.89,6.11,22.94
0.2,2.67,0.08,-1.21,-1.1,1.03,141.63,13.94,128.55,278.35,0.92,12.11,13.15,12.09,92.4,0.79,1.58,4655.2,0,4.61,91.51,0.21,3.53,0.11,-0.76,-0.71,0.97,195.44,8.63,180.93,307.27,0.94,15.8,16.87,9.65,94.07,3.04,0.63,6027.8,0,5.07,74.65,1.36,14.63,0.5,-1.02,-0.95,1.01,135.07,8.02,120.35,235.17,0.9,9.72,10.77,16.25,90.26,5.68,1.04,NA,0,4.07,51.74
36.28,71.68,6.7,1.07,2,2,67.36,30.35,32.81,NA,0.49,0.98,1.98,36.28,49.38,73.47,NA,NA,0,0,0,51.91,75.67,8.29,1.38,3.16,3.16,58.15,32.07,18.06,NA,0.31,0.46,1.46,51.91,31.4,165.3,NA,NA,0,0,0,16.15,30.87,3.99,0.33,2.08,2.08,89.97,74.32,42.43,NA,47.69,91.16,1.91,16.15,47.69,33.86,NA,NA,0,0,0
16.6,149.62,17.24,0.05,0.58,0.58,379.01,168.53,321.7,NA,0.89,8.01,9.01,65.85,88.91,26.73,0.22,13001.02,0,51.14,65.94,2.84,28.94,0.91,0.04,0.84,0.84,116.61,76.01,95.7,NA,0.9,9.19,10.19,235.33,90.19,7.69,0.37,21311.42,0,74.48,95.52,17.25,64.61,5.56,0.2,0.82,0.82,117.37,45.54,68.3,0.07,0.73,2.75,3.75,252.9,73.3,29.67,0.62,NA,4.87,55.77,65.62
0.73,13.17,0.17,0.15,0.5,0.52,86.25,25.34,71.85,1.16,0.94,17.06,18.08,102.23,94.47,23.71,0.21,21955.11,0,23.98,78.12,3.85,54.65,1.01,0.05,0.62,0.75,95.41,44.58,77.77,10.43,0.93,13.18,14.19,83.4,92.95,23.12,0.35,24431.6,1.42,20.85,74.41,18.89,165.81,5.59,0.06,0.84,0.99,107.77,72.69,78.69,13.67,0.89,7.77,8.78,74.97,88.57,35.09,0.82,NA,12.63,12.45,45.57
12.24,13.24,21.58,12.81,13.66,22.52,643.67,10.04,11.83,106.23,0.05,0.05,1.08,29.04,7.53,336.4,1.65,43344.16,0,29.62,49.51,10.51,11.53,20.54,2.51,5.73,15.11,711.34,55.66,17.29,164.43,0.06,0.07,1.1,29.62,8.82,252.3,1.51,41712.91,0,37.36,54.3,9.48,10.42,15.16,0.51,6.88,14.38,581.74,88.43,13.88,104.04,0.07,0.07,1.1,29.6,6.53,221.69,1.45,NA,0,22.77,40.65
-2.16,-4.17,-0.66,0.26,1.76,2.08,85,77.32,51.7,17.21,0.47,0.9,1.93,55.53,48.14,3.39,21.15,5732,0,17.7,93.16,-1.66,-2.65,-0.3,-0.53,2.07,2.79,66.63,61.31,23.63,17.22,0.36,0.57,1.6,122.97,37.5,27.48,NA,11321,0,22.81,83.1,35.8,46.99,8.1,NA,4.32,4.39,82.4,46.65,18.53,1.46,0.23,0.3,1.31,109.18,22.74,164.85,NA,NA,0,12.23,45.67
6.5,6.6,9.55,55.42,65.48,65.48,536.35,15.03,8.08,NA,0.02,0.02,1.02,6.5,1.53,425.41,NA,NA,0,0,0,6.9,7.04,10.62,30.1,48.54,48.54,560.6,17.26,11.42,NA,0.02,0.02,1.02,6.9,2.06,334.83,NA,NA,0,0,0,5.42,5.71,49.28,12.41,19.7,19.7,3312.08,NA,166.31,NA,0.05,0.05,1.05,5.42,5.08,106.67,NA,NA,0,0,0
-7.43,-7.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.43,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,26.81,28.89,78.79,13.47,13.86,13.86,1069.86,30,76.35,NA,0.07,0.08,1.08,26.81,7.22,371.51,NA,NA,0,0,0
2.35,3.14,5.33,3.37,3.82,3.96,827.38,79.31,174.84,24.26,0.25,0.34,1.34,7.89,25.13,21.87,5.18,6371.83,0,12.56,63.92,1.13,4.21,1.43,0.51,1.32,1.33,459.12,266.63,328.25,2.71,0.73,2.71,3.71,4.57,73.06,3.31,7.01,18280.6,0,4.34,48.12,3.07,4.05,3.63,3.72,3.87,3.91,429.9,15.89,101.01,4.11,0.24,0.32,1.32,12.27,24.18,26.6,11.01,NA,0,7.86,30.2
-46.54,-51.42,-19.78,0.87,4.66,10.61,155.13,54.59,14.41,86.98,0.09,0.1,1.1,1.66,9.49,-490.29,NA,-6757,0,20.49,-102.21,30.14,36.75,13.11,1.76,3.46,5.57,158.3,47.8,28.09,60.15,0.18,0.22,1.22,57.98,17.97,167.77,NA,14184,0,12.11,49.04,-7.9,-14.84,-4.29,0.66,3.49,6.81,197.71,50.97,17.96,59.6,0.47,0.88,1.88,18.62,46.77,-13.41,2.43,NA,0,14.4,193.48
-0.26,-3.85,-0.17,0,0.1,0.13,238.65,19.44,143.13,7,0.92,13.51,14.65,44.81,93.17,12.72,0.12,15978.44,27.3,29.47,74.06,0.46,7.04,0.29,0.02,0.13,0.18,228.47,19.68,104.78,8.87,0.92,13.94,15.17,53.43,93.41,12.93,0.23,16394.82,32.63,33.24,75.01,4.95,46.73,2.42,0.03,0.12,0.15,178.18,10.88,87.13,4.23,0.83,7.8,9.45,71.81,82.53,24.28,0.24,NA,23.14,23.34,54.66
-0.19,-0.98,-0.11,-0.03,0.43,0.56,221.05,79.19,41.53,21.46,0.79,4.16,5.28,9.47,81.07,9.01,0.34,10849.2,59.36,5.85,44.99,0.29,1.23,0.16,0.02,0.58,0.68,198.3,81.12,16.55,14.21,0.75,3.13,4.2,12.36,76.18,17.53,0.49,14051.6,65.67,6.58,42.34,0.34,1.15,0.21,0.06,0.66,0.8,231.7,96.15,34.07,23.8,0.71,2.43,3.43,18.58,70.84,22.44,0.67,NA,55.34,11.62,54.11
8.55,18.4,3.41,0.44,1.25,1.53,145.61,61.84,76.88,22.29,0.54,1.15,2.15,38.66,53.53,28.9,2.62,27229.5,0,12.01,58.5,1.98,4.59,0.94,0.34,1.12,1.34,172.79,75.48,97.03,21.5,0.57,1.31,2.31,26.21,56.8,18.28,1.8,23906.83,0,11.5,63.8,16.98,30.48,6.72,0.66,1.55,1.88,144.1,56.41,63.14,20.93,0.44,0.8,1.8,46.16,44.31,56.82,3.38,NA,0,8.11,34.52
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,-3.51,-3.8,-8.14,13.04,13.04,13.04,844.37,NA,64.03,NA,0.08,0.08,1.08,-3.51,7.67,-45.75,NA,NA,0,0,0,7.4,8.05,NA,11.83,12.33,12.33,91.69,3.69,7.36,NA,8.11,8.83,1.09,7.4,8.11,91.25,NA,NA,0,0,0
36.31,59.43,12.93,0.62,2.51,3.02,129.99,77.89,41.24,21.16,0.39,0.64,1.64,112.45,38.92,98.16,22.39,23811.91,0,27.12,59.13,41.99,62.95,14.48,0.46,2.55,3.31,125.57,74.42,35.73,27.63,0.33,0.5,1.5,121.03,33.3,131.44,14.59,24161.35,0,27.27,58.03,20.19,31.64,NA,0.13,2.1,2.77,134.8,82.72,41.95,27.73,0.36,0.57,1.57,100.32,36.18,61.11,5.13,NA,0,21.3,51.83
0.53,2.51,15.33,0.33,0.93,0.97,10625.83,830.51,1522.4,74.18,0.63,3.01,4.77,4.04,79.03,4.97,0.81,-2235.57,0,102.29,-298.67,-2.25,-15.56,-267.4,0.21,0.4,0.56,43241.7,1719.93,12288.71,2086.66,0.68,4.67,6.91,0.86,85.54,1.63,0.63,1860.25,0,369.61,348.95,-4.17,-48.83,-230.45,0.08,0.24,0.37,20099.07,983.76,8373.8,1086.06,0.76,8.92,11.7,-1.14,76.23,0.35,0.5,NA,0,117.33,-12407.38
0,0.12,0.01,4.06,4.37,9.83,511.76,7.18,23.13,127.86,0.96,23.52,24.52,0.53,95.92,8.81,1.74,1145.67,0,0.73,9.18,-5.72,-77.36,-11.19,4.87,6.57,7.59,712.87,55.67,32.74,33.67,0.93,12.54,13.54,-5.72,92.61,3.75,1.47,NA,0,0,0,0.64,8.14,0.95,3.97,4.78,5.79,541.62,28.39,35.27,35.86,0.92,11.79,12.79,2.33,92.18,10.64,1.51,NA,0,2.52,15.13
0.64,1.07,0.13,2.65,2.65,2.65,71.6,0,26.65,0,0.4,0.67,1.67,430.55,39.96,1.6,NA,3919.4,0,84.33,99.29,6.26,6.89,4.99,23.55,24.15,24.15,290.44,7.15,11.89,0,0.09,0.1,1.1,70.92,9.14,68.48,NA,NA,0,51.6,90.98,37.7,43.01,65.38,9.41,9.41,9.41,631.25,0,66.36,NA,0.12,0.14,1.14,37.7,12.35,305.27,NA,NA,0,0,0
-29.27,-30.01,-84.98,38.3,40.65,40.65,322.29,60.44,25.71,NA,0.02,0.03,1.03,-29.27,2.46,-1189.69,NA,NA,0,0,0,-157.49,4624.71,-34.25,0.5,0.97,0.97,79.16,38.2,80.95,NA,103.41,-3036.47,-29.36,-157.49,103.41,-152.31,NA,NA,0,0,0,-74.47,96.03,-11.79,0.56,0.56,0.56,57.63,0.5,101.2,NA,177.55,-228.95,-1.29,-74.47,177.55,-41.94,NA,NA,0,0,0
0.03,0.05,0.05,0.1,0.88,2.58,682.13,135.25,143.06,297.56,0.48,0.94,1.94,2.64,48.35,5.91,2.21,17629.93,26.75,4.88,36.12,0.02,0.03,0.03,0.01,1.31,2.22,630.14,239.55,144.7,168.95,0.49,0.96,1.96,1.43,48.99,5.14,2.04,15809.42,25.37,2.44,25.73,0.37,0.74,0.5,0.14,0.94,1.19,492.14,194.74,112.67,63.07,0.5,1.02,2.03,3.68,50.45,5.98,1.24,NA,26.92,3.25,32.17
0.91,20.2,0.25,0.11,1.05,1.05,92.52,88.11,93.81,NA,0.96,21.25,22.25,0.91,95.51,0.95,NA,NA,0,0,0,2.14,29.6,1.27,0.05,1.08,1.08,215.57,203.43,197.73,NA,0.93,12.83,13.83,2.14,92.77,2.31,NA,NA,0,0,0,6.86,42.95,2.13,0.5,1.21,1.21,113.26,65.15,92.82,NA,0.83,5.19,6.26,6.86,82.9,8.27,NA,NA,0,0,0
5.29,6.01,2.13,1.66,6.27,8.4,146.56,79.45,17.21,37.11,0.12,0.14,1.14,5.29,11.91,44.46,NA,NA,0,0,0,29.97,38.03,17.66,2.5,4.18,4.72,214.52,75.16,44.94,24.85,0.21,0.27,1.27,29.97,21.18,141.49,NA,NA,0,0,0,28.56,33.61,17.38,2.53,2.83,6.66,221.48,9.78,32.89,126.09,0.15,0.18,1.18,36.14,15.01,190.26,NA,NA,0,4.61,16.87
4.07,6.64,144.97,0.15,9.41,9.44,13001.21,206.09,1318.85,33.75,0.39,0.63,1.63,4.87,38.68,-57.68,30.17,-22101.67,25.65,28.67,-170.62,-14.35,-21.06,-3219.7,0.02,0.08,0.14,81696.65,559.83,5962.04,441.21,0.32,0.47,1.47,-13.92,31.88,-3.11,0.89,-179928.67,17.88,95.38,-29.72,-3.17,-4.9,-12.15,0.02,0.22,0.49,1396.36,25.51,42.39,32.85,35.4,54.82,1.55,0,35.4,-1.23,0.95,9810.22,13.03,8.43,-487.9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,100,0.65,1.05,1.05,1.05,55.02,NA,51.69,NA,0.96,22.15,23.15,106.85,95.68,4.51,NA,4272.67,0,15.5,88.34,-82.88,105.48,-12.78,0.85,0.85,0.85,56.12,NA,64.95,NA,1.79,-2.27,-1.27,110.43,178.58,-46.41,NA,NA,59.65,21.91,113.93
29.66,32.45,21.67,5.28,11.43,11.51,266.69,137.5,22.36,1.69,0.09,0.09,1.09,45.74,8.61,354.53,41.95,6471.33,0,11.75,30.58,21.48,25.17,20.47,1.39,7.09,7.11,346.98,272.94,47.87,0.83,0.15,0.17,1.17,36.62,14.67,151.19,104.28,22997.75,0,14.43,34.8,17.02,19.44,17.62,0.75,8.03,8.05,376.84,336.08,46.16,0.85,0.12,0.14,1.14,34.72,12.46,139.45,272.59,NA,0,18.33,44.12
-0.62,-1.13,-0.51,2.09,2.19,2.19,112.85,13.51,135.19,NA,0.46,0.84,1.84,-0.62,45.59,-1.35,NA,NA,0,0,0,-3.77,-6.03,-0.57,151.42,240.13,240.13,54.73,20,0.23,NA,0.37,0.6,1.6,-3.77,37.36,-10.1,NA,NA,0,0,0,23.93,26.9,NA,9.05,9.05,9.05,288.32,NA,31.5,NA,11.05,12.42,1.12,23.93,11.05,216.67,NA,NA,0,0,0
-89.25,9101.79,-10.95,0.01,0.12,0.12,44.77,4.81,44.27,NA,1.01,-102.99,-101.99,-27.75,100.98,-88.38,0,NA,0,7.54,-276.71,0.48,1.06,0.17,0.03,1.34,1.34,124.75,62.48,47.77,NA,0.54,1.2,2.2,0.48,54.48,4.61,1.27,-432,0,0,0,4.13,13.66,1.35,0.1,0.16,0.16,119.07,4.58,76.12,0,0.7,2.31,3.31,6.74,69.8,22.84,0.39,NA,0,0.64,8.36
0.02,-0.6,0.03,0.17,0.68,0.94,572.28,292.61,580.48,154.48,1.03,-35.4,-34.4,3.01,102.91,0.02,-0.81,NA,0,4.69,55.36,0.33,3.38,0.38,0.17,0.47,1.06,426.95,113.77,380.91,225.6,0.9,9.32,10.32,4.36,90.31,0.36,2,NA,0,4.73,68.36,0.11,1.26,0.13,0.06,0.43,0.94,443.63,147.75,400.52,204.24,0.91,10.63,11.63,6.47,91.4,0.12,0.61,NA,0,5.74,47.78
-2.17,-9.77,-7.25,0.03,0.47,0.97,1218.21,262.26,591.54,306.41,0.78,3.49,4.49,2.63,77.74,1.08,0.97,-7411.73,0.51,16.04,-79.56,-1.62,-5.67,-4.98,0.01,0.22,1.56,1118.61,85.46,408.05,555.04,0.71,2.5,3.5,4.42,71.43,6.5,1.47,9295.82,0.61,18.55,58.76,-22.15,-335.33,-26.04,0.02,0.51,0.89,427.86,130.07,262.94,101.57,0.93,14.14,15.14,-16.53,93.39,-21.48,0.84,NA,0.32,4.85,-35.57
48.64,97.01,38.62,1.44,1.98,1.98,289.76,65.34,121.99,0.11,0.5,0.99,1.99,55.64,49.86,110.4,3.7,139358,0,5.56,9.46,13.77,19.38,12.44,1.85,3.04,3.05,328.91,96.83,80.88,0.1,0.29,0.41,1.41,22.41,28.96,70.6,3.12,56201,0,7.81,25.36,24.77,38.38,20.19,2.11,3.16,3.16,296.7,66.32,63.24,0.05,0.35,0.55,1.55,31.81,35.46,83.29,2.45,NA,0,4.06,11.26
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,7.45,5.27,0.87,-1.82,-2.41,-2.41,42.49,10.25,-17.43,NA,-0.41,-0.29,0.71,7.45,-41.46,-17.97,NA,NA,0,0,0,39.58,20.57,10.16,-0.24,-0.27,-0.27,93.45,2.46,-85.41,NA,-0.92,-0.48,0.52,39.58,-92.42,-42.83,2.59,NA,0,0,0
0.18,0.27,0.23,0.97,2.23,4.48,454.8,50.48,31.5,92.01,0.34,0.51,1.51,25.66,33.61,27.47,1.42,17967.18,11.92,31.74,83.05,-3.32,-4.87,-3.71,0.05,0.75,1.73,406.51,56,33.71,78.71,0.32,0.46,1.46,25.72,31.74,17.5,1.23,19182,11.4,32.43,84,-1.15,-1.63,-1.07,0.14,1.49,2.31,337.52,61.06,43.27,46.67,0.27,0.39,1.42,33.19,27.45,26.95,1.28,12280.82,4.21,22.36,58.14
-35.31,-1068.52,-29.04,0.03,0.34,0.53,300.14,78.17,227,50.15,0.97,29.26,30.26,11.98,96.7,-26.76,0.22,4509.14,16.65,38.89,227.45,-19.99,-696.52,-14.85,0.01,0.31,0.54,270.42,70.02,201.99,56.78,0.97,33.85,34.85,24.04,97.13,-11.68,0.09,7465.18,18.08,32.71,129.7,0.25,9.94,0.21,0,0.52,0.71,300.59,145.4,209.14,52.14,0.97,38.81,39.81,31.2,97.49,7.2,0.11,6527.3,23.75,17.61,58.98
78.06,90.64,39.18,1.48,2.47,2.47,183.22,NA,25.07,NA,0.14,0.16,1.16,78.06,13.88,635.03,1.32,NA,0,0,0,37.53,73.87,16.5,0.32,1.1,1.1,160.03,21.18,77.86,NA,0.49,0.97,1.97,37.53,49.19,131.67,1.13,NA,0,0,0,23.84,60.78,NA,0.5,0.91,0.91,194.75,10.98,117.06,NA,0.61,1.55,2.55,28.25,60.78,82.59,0.87,NA,0,0,0
50.62,94.8,10.68,0.18,1.89,1.89,77,54.13,31.61,NA,0.47,0.87,1.87,72.8,46.6,122.33,2.59,53835,0.24,4.68,22.87,56.1,95.47,12.73,0.03,2.03,2.03,82.59,60.88,25.43,NA,0.41,0.7,1.7,99.11,41.24,157.73,2.42,38170,6.1,9.76,32.62,15.81,59.68,NA,0.05,0.92,0.92,156.34,62.29,59.37,NA,0.74,2.78,3.78,59.51,73.52,28.02,0.91,NA,33.08,13.83,43.27
-2.05,-2.15,-5.01,22.38,22.38,22.38,631.32,NA,39.37,NA,0.04,0.05,1.05,-2.05,4.47,-45.85,NA,NA,0,0,0,-125.22,-161.62,-670.51,3.85,3.85,4.4,1949.14,NA,434.24,241.18,0.23,0.29,1.29,-125.22,22.53,-555.88,NA,NA,0,0,0,59.46,72.57,46.29,5.47,5.48,5.54,283.36,0.77,50.63,2.66,0.18,0.22,1.22,59.46,18.07,329.12,NA,NA,0,0,0
10.26,13.2,13.01,0.92,1.44,2.11,463.05,48.09,92.32,63.3,0.22,0.28,1.29,28.36,22.29,85.7,1.38,35104,0.31,22.97,44.72,6.68,9.22,7.95,0.99,1.3,1.74,432.8,35.35,113.12,50.23,0.27,0.38,1.38,24.02,27.47,54.38,1.36,35339.19,0,20.61,44.93,8.74,11.61,11.79,0.62,1.05,1.34,491.41,49.81,116.6,33.76,0.25,0.33,1.33,25.26,24.75,59.3,1.12,NA,0,16.23,33.86
5.05,13.72,3.82,0.21,0.77,1,275.06,87.79,155.96,35.91,0.63,1.71,2.71,21.9,63.16,17.69,0.92,NA,0,12.73,57.52,3.25,8.56,2.26,0.29,0.83,1.01,253.8,77.26,143.85,25.58,0.62,1.64,2.64,19.86,62.09,16.2,0.94,32950.77,0,11.59,59.13,-12.96,-318.6,-13.94,0.15,1.13,1.44,391.37,151.4,154.52,47.73,95.93,2357.54,24.58,3.51,95.93,-8.73,1.37,14832.83,0,12.63,125.75
8.84,29.16,3.64,0.1,1.27,2.67,150.44,49.39,43.84,62.35,0.7,2.3,3.3,43.67,69.68,38.17,3.31,20328.91,13.06,14.35,53.62,17.46,40.05,6.6,0.72,2.7,4.38,137.62,51.93,26.69,45.48,0.56,1.29,2.29,56.55,56.39,46.32,5.78,23355.42,9.01,14.78,54.39,3.81,25.82,3.87,0.03,0.43,0.61,370.1,79.68,129.61,35.48,0.85,5.78,6.78,17.98,85.26,7.66,0.68,5431.49,18.81,10.31,41.57
3.63,7.46,1.48,0.61,1.96,1.96,60.81,100.85,75.02,NA,0.51,1.05,2.05,71.26,51.28,7.09,NA,1420.83,0,27.6,87.98,5.77,19.21,1.35,0.16,1.51,1.51,84.94,75.21,55.69,NA,0.7,2.33,3.33,110.59,69.99,8.24,NA,2651.11,0,24.46,90.97,12.81,36.56,2.75,0.59,1.59,1.59,78.02,48.55,48.65,NA,64.96,185.36,2.85,143.79,64.96,19.72,NA,NA,0,28.07,87.27
0.51,1.09,0.35,0.14,0.47,0.65,247.19,37.29,110.94,19.51,0.53,1.12,2.12,16.76,52.79,16.19,0.75,28632.95,0,11,65.39,-29.63,-89.65,-19.56,0.05,0.52,0.7,240.33,70.17,151.72,27.53,0.67,2.03,3.03,-10.57,66.95,16.26,0.6,24151.05,0,12.59,77.75,2.51,6.99,1.41,0.2,0.63,0.83,203.58,49.29,118.97,23.23,64.02,177.93,2.78,22.24,64.02,11.25,0.71,NA,0,7.75,52.84
