"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
53.95,79.76,33.09,1.76,2.33,2.33,223.26,38.99,68.5,NA,0.32,0.48,1.48,71.78,32.37,206.4,2.64,38755,0,10.94,17.49,48.73,81.69,37.68,1.53,1.76,1.76,282.19,24.96,108.49,NA,0.4,0.68,1.68,67.23,40.35,146.07,2,46196,0,14.3,20.16,55.97,77.25,51.95,2.06,2.53,2.53,337.9,42.47,90.11,NA,0.28,0.38,1.38,61.75,27.55,225.06,2.33,103558,0,5.37,6.79
-57.94,-82.9,NA,1.12,1.14,1.14,NA,NA,NA,NA,0.3,0.43,1.43,-57.94,30.1,-85.59,1.09,NA,0,NA,0,-9.58,368.63,-12.36,0.03,0.99,0.99,470.97,434.92,451.59,NA,1.03,-39.49,-38.49,71.91,102.6,-6.2,-0.71,5218,0,105.15,107.31,-6.11,84.62,-2.08,0.3,0.94,0.94,124.04,63.29,98.61,NA,1.07,-14.85,-13.85,175.39,107.22,-4.73,0.56,6080.26,0,61.85,101.01
-13.13,552.08,-3.96,0.12,0.27,0.99,40.14,15.39,100.32,73.13,1.02,-42.95,-42.04,-11.2,102.38,-10.29,0.87,NA,0,0.58,-29.38,-0.61,-1.91,-0.18,0.05,0.18,1.48,107.57,9.53,70.61,92.46,0.68,2.11,3.11,4.47,67.87,0.3,19.56,4559.33,0,1.5,55.45,-24.78,-1134.05,-9.04,0.05,0.18,0.92,132.78,15.55,112.01,83.71,0.98,44.63,45.77,-22.04,97.82,-22.68,0.67,1415.33,0,1,113.26
-39.07,-54.32,-10.89,2.62,2.85,2.85,101.43,6.68,28.17,NA,0.28,0.39,1.39,-5.93,28.08,-113.83,3.92,NA,0,9.23,538.99,-143.97,-512.48,-22.66,0.88,0.98,0.98,57.45,4.33,40.74,NA,0.72,2.56,3.56,-143.97,71.91,-176.59,1.05,-2176,0,0,0,-29.58,-3678.57,-19.73,0.58,0.6,0.89,242.81,4.55,236.55,69.92,0.99,123.36,124.36,-29.58,99.2,-11.29,0.08,NA,0,0,0
-0.03,-0.29,-20,0,0,0,228068.75,0,200835,0,0.89,8.12,9.12,-0.03,89.04,-0.04,0.11,NA,0,0,0,-0.25,-2.37,NA,0,0,0,NA,NA,NA,NA,0.89,8.34,9.34,-0.25,89.3,-0.28,0.11,NA,0,NA,NA,-0.01,-0.09,NA,0,0,0,NA,NA,NA,NA,0.89,8.35,9.35,-0.01,89.31,-0.01,0.11,NA,0,NA,0
22.56,76.96,8.65,0.36,1.15,1.21,139.57,77.57,97.56,5.47,0.71,2.41,3.41,22.56,70.68,38.52,2.11,NA,0,0,0,30.23,82.71,13.69,0.05,0.67,0.97,165.23,63.97,103.4,31.23,0.63,1.74,2.74,30.23,63.45,63.63,0.96,NA,0,0,0,24.4,83.08,11.81,0.02,1.03,1.11,176.13,124.18,123.04,9.7,0.71,2.41,3.41,24.4,70.63,43.48,1.37,NA,0,0,0
-0.39,-32.76,-0.15,0.02,0.58,0.85,143.25,77.6,139.11,37.51,0.99,83.83,84.83,14.4,98.82,4.1,0.09,7348.17,0,5.82,95.88,-0.86,-519.49,-0.36,0.06,0.57,0.84,152.32,75.71,148.37,41.66,1,605.6,606.6,14.02,99.84,2.39,0.03,9375.5,0,6.21,87.25,0.28,65.79,0.13,0.03,0.5,0.87,161.33,73.27,154.82,58.11,1,231.99,232.99,16.57,99.57,0.28,0.05,10489.67,0,7.22,95.87
1.73,9.89,1.64,0.65,0.95,1.12,344.76,85.81,277.79,46.35,0.82,4.7,5.7,36.25,82.47,9.28,2.17,NA,0,32.69,77.29,1.6,5.69,0.8,0.95,1.33,1.39,181.74,47.16,124.09,8.25,0.72,2.55,3.55,54.11,71.85,14.7,8.55,NA,0,26.15,77.08,-0.99,-4.23,-0.65,0.75,1.23,1.35,236.78,82.86,173.59,21.67,0.77,3.26,4.26,43.83,76.52,2.45,NA,NA,0,29.15,89.87
9.57,11.37,11.98,0.21,5.35,5.58,455.61,340.27,66.2,15.62,0.16,0.19,1.19,14.28,15.8,74.94,4.7,NA,0,5.89,26.92,6.62,7.73,9.6,1.12,6.03,6.31,529.51,345.97,70.45,19.7,0.14,0.17,1.17,11.17,14.41,60.31,5.75,33520.93,0,6.61,33.04,0.82,0.91,1.52,0.76,8.3,9.02,673.9,473.11,62.8,45.82,0.1,0.12,1.12,5.96,10.36,27.44,6.02,25467.91,0,9.51,59.19
0.57,5.04,0.3,0.02,0.25,0.56,190.29,22.05,80.71,40.99,0.89,7.8,8.8,22.4,88.64,7.48,0.61,NA,35.73,11.41,67.05,2.1,16.66,1.11,0.03,0.3,0.6,193,26.43,100.4,45.86,0.87,6.92,7.92,25.81,87.37,9.46,0.45,14758.82,32.11,12.54,65.68,2.48,19.68,1.59,0.01,0.66,1.01,233.01,67.46,90.09,51.47,0.65,5.15,7.93,23.64,87.39,11.11,0.48,13955.85,23.64,13.54,68.8
23.82,27.02,11.17,2.57,8.89,9.53,170.64,97.46,15.43,10.11,0.12,0.13,1.13,85.1,11.84,230.85,7.36,22935.67,0,28.73,63.98,2.83,3.08,1.73,5.19,12.13,13.67,223.32,102.5,14.77,23,0.08,0.09,1.09,65.57,8.11,52.31,11.74,18526.78,0,38.39,80.28,6.01,6.38,2.8,16.44,35.55,37.27,169.4,76.62,4.01,7.03,0.06,0.06,1.06,82.68,5.88,195.46,9.63,21393.33,0,35.68,79.33
-7.05,-7.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-7.05,0,NA,NA,NA,0,NA,0,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
9.13,19.47,6.93,0.45,0.99,1.3,276.46,78.2,145.22,45.76,0.53,1.13,2.13,9.13,53.11,28.9,1.52,NA,0,0,0,-2.26,-4.87,-2.56,0.98,1.1,1.38,413.88,25.83,219.26,63.3,0.54,1.16,2.16,-2.26,53.71,7.79,1.82,NA,0,0,0,3.17,5.38,3.28,1.04,1.28,1.69,375.75,36.99,152.49,63.68,0.41,0.7,1.7,3.17,41.03,30.19,1.96,NA,0,0,0
0.39,1.18,0.1,0.09,0.44,0.66,94.3,17.51,50.05,11.43,0.67,1.99,2.99,127.19,66.58,18.09,0.63,6351.38,0,32.85,88.81,9.96,20.91,2.05,0.22,0.9,1.27,74.98,20.39,30.06,11.18,0.52,1.1,2.1,169.44,52.37,60.09,1.09,5919.47,0,32.76,80.33,10.35,20.44,2.25,0.11,0.93,1.11,79.06,22.58,27.43,5.06,0.49,0.98,1.98,156.68,49.39,47.38,0.93,7004.92,0,31.78,85.01
13.41,139.21,2.93,0.62,0.98,0.99,79.67,25.27,70.11,0.88,0.9,9.38,10.38,78.6,90.37,18.1,0.94,16360.5,0,14.27,74.81,4.77,34.85,1.11,0.58,1.06,1.08,85.05,34.4,71.28,1.21,0.86,6.3,7.31,61.86,86.32,8.7,1.82,4976.33,0,13.3,77.55,11.54,47.79,2.88,0.84,1.46,1.48,90.76,35.51,57.49,1.09,0.65,2.7,4.14,66.94,75.86,21.57,5.03,5541.67,0,13.81,73.37
-1.28,-1.83,-0.79,0.2,1.36,2.2,225.94,63.61,32.78,47.42,0.3,0.43,1.43,40.58,30.89,20.67,1.66,NA,NA,25.98,85.09,-1.17,-1.52,-0.76,0.1,1.61,2.86,238.86,68.02,36.64,57.33,0.23,0.3,1.3,45.54,23.14,31.84,1.79,11320.79,4.57,30.57,82.96,1.9,2.28,1.24,0.86,2.52,4.15,238.39,53.55,29.26,53.53,0.17,0.2,1.2,47.2,16.83,61.05,2,13350.18,1.32,29.67,77.43
11.02,40.6,8.31,1.01,1.24,1.24,274.34,34.87,147.78,NA,0.72,2.65,3.68,32.37,72.85,30.54,1.38,NA,16.92,16.09,45.87,-6.22,-24.68,-7.28,0.92,1.09,1.09,426.79,43.49,258.17,NA,0.75,2.97,3.97,17.61,74.78,12.62,1.29,7377.89,13.07,27.87,76.49,13.01,39.74,14.28,0.76,1.41,1.41,399.5,146.54,225.04,NA,0.67,2.05,3.05,23.06,67.26,30.96,2.26,13263.57,9.8,11.03,29.49
-49.21,46.31,-33.48,0.18,0.46,0.49,247.67,138.29,499.82,14.62,2.06,-1.94,-0.94,25.46,206.25,-23.86,NA,NA,0,50.8,254.86,36.13,-10307.65,15.33,0.3,0.86,0.97,154.9,85.02,150.92,16.49,1,-286.29,-285.29,64.54,100.35,36.63,-0.02,19437.83,0,12.06,42.67,27.48,101.03,10.68,0.38,1.14,1.31,141.5,75.65,99.01,17.01,0.73,2.67,3.68,57,72.8,41.05,3.99,10264.43,0,11.47,89.95
0.61,21.33,1.66,0.02,0.25,0.26,994.37,219.84,954.1,6.5,0.97,33.99,35,13.06,97.14,4.86,0.04,9092.33,0,34.01,70.41,7.75,77.53,7.44,0.03,0.46,0.47,350.24,131.83,310.71,3.52,0.9,9,10,20.71,90,12.2,0.17,16157.89,0,12.43,52.44,0.14,1.94,0.54,0,0.2,0.21,1466.33,265.74,1348.47,14.41,0.93,13.38,14.38,9.73,93.05,2.69,0.09,12541.78,0,38.65,73.36
-3.5,-96.32,-3.22,0.28,0.73,1.09,334.45,126.84,280.48,102.88,0.96,26.48,27.48,24.88,96.36,-0.61,2.04,NA,10.27,26.08,95.37,-8.29,175.13,-3.72,0.03,0.46,0.95,163.57,70.29,163.2,80.92,1.05,-22.11,-21.11,17.74,104.74,-3.88,-0.69,3638.75,2.01,11.66,184.61,0.99,-26.39,0.76,0.19,0.47,0.96,279.88,79.55,284.21,140.35,1.04,-27.72,-26.72,26.71,103.74,3.02,-1.92,6338.43,0,19.78,119.84
4.07,63.25,1.34,0.28,0.95,0.96,119.42,73.13,109.97,1.4,0.94,14.53,15.53,11.13,93.56,7.7,0.65,NA,0,2.31,41.64,2.25,23.67,0.47,0.37,0.99,1.08,75.73,40.13,64.31,5.57,0.9,9.51,10.51,7.47,90.48,6.39,2.01,7656.5,0,1.08,34.85,-0.18,-2.71,-0.03,0.23,1.04,1.05,63.59,47.42,58.4,0.58,0.93,14.32,15.32,3.64,93.47,2.4,2.91,31238,0,0.67,17.75
-9.69,-51.11,-1.88,0.63,1.89,2.01,70.67,33.85,26.82,3.29,0.81,4.27,5.27,223.12,81.04,18.67,1.74,NA,0,45.2,92.2,4.13,18.03,1.09,0.73,1.75,1.75,96.23,51.67,47.52,0.09,0.77,3.37,4.37,200.85,77.1,26.49,5.13,12393.58,3.27,51.87,88.25,38.08,71.84,12.04,1.52,3.06,3.07,115.06,52.59,33.95,0.07,0.47,0.89,1.89,183.28,47,84.18,7.69,14922.77,0,45.9,76.61
2.97,10.2,1.4,0.1,0.84,1.02,171.48,85.83,89.34,21.04,0.71,2.44,3.44,69.63,70.92,13.14,1.03,15752.65,15.15,31.4,112.58,0.48,1.26,0.19,0.11,0.98,1.18,149.28,71.33,67.98,16.6,0.6,1.6,2.65,70.92,62.28,12.87,1.22,20019.81,9.95,28.81,86.07,3.45,16.85,1.69,0.69,1.05,1.08,178.21,48.19,61.54,4.21,0.79,3.87,4.88,40.04,79.5,8.7,1.34,24100.57,41.43,17.91,79.58
34.33,95.9,12.63,1.31,1.57,1.57,133.92,19.69,76.07,NA,0.64,1.79,2.79,50.67,64.2,64.66,4.48,NA,0,6.01,23.9,44.76,95.87,22.51,0.7,2.2,2.2,183.55,92.79,61.63,NA,0.53,1.14,2.14,67.36,53.31,95.25,2.69,104372.67,0,11.37,27.33,21.35,95.49,11.54,0.14,1.22,1.22,196.75,138.92,129.08,NA,0.78,3.47,4.47,36.69,77.64,34.2,1.78,51774.14,0,8.29,30.64
36.36,71.79,1.87,1.61,1.94,2.15,18.69,2.8,8.6,1.86,0.49,0.97,1.97,52.76,49.35,73.69,NA,NA,0,0.84,23.72,32.14,53.34,9.06,0.76,2.09,2.61,102.9,51.99,38.88,20.33,0.4,0.66,1.66,48.74,39.75,80.85,NA,NA,0,4.68,20.28,25.98,32.13,3.75,1.93,4.14,5.32,52.59,21.57,9.77,11.78,0.19,0.24,1.24,64.04,19.15,135.63,NA,40712,0,5.5,39.33
4.32,13.7,4.52,0.02,0.52,0.69,380.7,125.83,225.36,41.7,0.68,2.17,3.17,20.35,68.49,20.41,0.59,40439.22,6.8,16.77,48.93,0.38,1.27,0.42,0.01,0.46,0.59,400.57,121.33,251.45,34.68,0.7,2.29,3.29,16.58,69.63,15.15,0.51,45902.44,5,17.77,45.75,0.33,1.12,0.41,-0.01,0.43,0.54,447.27,135.52,270.9,34.85,0.7,2.39,3.39,16.4,70.48,16.44,0.48,44242.67,8.17,19.75,49.02
1.5,12.04,0.65,0.15,2.41,2.76,158.05,7.53,55.32,19.41,0.88,7.01,8.01,44.02,87.52,5.79,31.79,NA,0,18.46,85.23,1.37,5.23,0.44,0.17,1.38,1.38,117.31,98.09,80.97,NA,0.74,2.81,3.81,88.26,73.75,5.13,12.64,27996.8,0,27.93,91.9,-17.29,4334.42,-8.1,0.04,3.19,3.84,170.64,2.91,43.86,28.61,1,-251.76,-250.76,41.79,100.4,-15.67,340.74,37699,0,27.69,120.23
-0.13,-0.56,-0.03,0.07,0.4,0.71,86.51,20.46,38.74,19.59,0.77,3.41,4.41,43.05,77.35,14.85,0.49,NA,27.09,10.26,71.54,-4.55,-27.44,-1.03,0.11,0.38,0.73,82.98,14.85,31.66,20.16,0.83,5.03,6.03,33.45,83.42,9.49,0.63,7132.3,29.77,8.64,72.24,-2.49,-6.69,-0.49,0.22,0.47,0.99,71.15,9.1,23.13,19.29,0.63,1.69,2.69,48.62,62.86,22.3,0.99,7946.15,18.73,9.99,72.19
-16.75,-42.37,-9.47,0.06,1.13,1.66,205.83,86.28,44.81,43.53,0.6,1.53,2.53,2.54,60.46,-21.85,1.29,6536.14,17.74,10.91,214.32,3.41,6.47,2.57,0.06,1.12,1.78,275.09,99.3,70.09,62.83,0.47,0.9,1.9,19.08,47.31,12.77,1.39,27659.27,8.71,11.81,65.69,4.2,7.3,2.44,0.12,1.42,1.85,211.03,91.64,70.52,31.09,0.42,0.74,1.74,18.71,42.45,14.54,1.54,25400.62,0,8.41,64.34
1.98,2.09,3.31,4.25,25.2,25.28,609.74,417.47,20.03,1.58,0.05,0.06,1.06,25.33,5.21,116.4,6.26,NA,0,39,74.37,3.72,3.92,8.82,0.96,22.45,22.5,863.3,640.52,30.7,1.52,0.05,0.05,1.05,21.9,5.05,147.25,5.17,23244.67,0,43.11,77.18,1.36,1.55,2.66,0.27,3.51,3.58,710.22,231.09,74.72,5.07,0.12,0.14,1.14,21.17,12.19,53.43,1.42,21101.91,0,38.64,72.67
6.92,182.26,2.88,0.1,0.67,0.8,151.66,33.53,58.82,8.09,0.96,25.32,26.32,26.74,96.2,27.61,0.58,NA,0,8.26,93,0.07,0.18,0.03,0.08,0.9,0.98,172.78,42.82,52.28,4.14,0.6,1.53,2.53,34.58,60.47,8.86,0.92,13971.13,0,16.34,92.85,1.91,4.11,0.7,0.05,0.99,1,133.67,48.85,52.12,0.47,0.54,1.15,2.15,42.54,53.59,47.52,0.97,22365,0,14.92,60.65
15.11,61.32,3.53,0.02,1.19,1.19,85.06,59.98,46.33,0,0.75,3.06,4.06,131.51,75.36,28.59,1.47,NA,12.94,27.2,80.53,9.69,37.31,3.07,0.02,1.19,1.19,115.53,91.34,56.76,NA,0.74,2.85,3.85,103.33,74.01,21.4,1.62,23471.8,19.62,29.64,81.96,13.27,39.14,4.37,0.24,1.35,1.35,119.85,79.64,71.8,NA,0.66,1.95,2.95,82.09,66.09,28.49,2.07,24374.64,1.72,22.66,73.82
20.12,-303.5,6.48,0.22,0.7,1.02,117.16,43.62,92.11,30.42,1.07,-16.08,-15.08,146.89,106.63,21.81,-0.19,NA,0,40.8,83,9.03,350.02,2.62,0.24,0.73,1.11,105.92,39.21,79.62,30.29,0.97,37.74,38.74,152.23,97.42,12.33,0.39,10543.35,0,41.56,90.47,19.36,87.78,5.01,0.43,0.7,1.45,94.26,15.01,55.36,42.41,0.78,3.53,4.53,191.25,77.95,28.38,1.9,10385.89,0,44.51,99.66
7.85,15.85,5.49,0.31,0.99,1.84,254.53,86.32,127.08,109.82,0.5,1.02,2.02,17.51,50.48,24.03,7.04,NA,0,6.76,39.26,4.23,8.26,3.78,0.51,1.21,1.95,325.68,110.61,156.63,117.39,0.49,0.95,1.95,13.46,48.76,12.71,10.87,16527.86,0,8.23,53.62,8.69,13.84,5.06,0.73,1.31,2.46,212.06,45.84,78.12,90.51,0.37,0.59,1.59,18.9,37.25,30.98,7.53,22997,0,5.95,40.44
1.85,12.45,0.41,0.26,3.3,3.68,66.07,66.01,21.69,8.26,0.85,5.75,6.75,17.39,85.18,2.17,NA,NA,0,3.45,74.55,1.2,3.92,0.35,0.06,1.82,1.89,107.12,76.38,43.45,3.13,0.69,2.27,3.27,84.86,69.4,5.83,1.38,15938.25,0,24.55,93.76,0.18,0.69,0.14,0.01,0.68,1.13,274.52,120.9,87.57,83.59,0.74,2.79,3.79,64.71,73.63,0.25,1.11,9485.17,34.75,48.67,94.69
13.19,19.82,6.2,1.36,2.37,2.96,171.2,49.39,49.22,29.43,0.33,0.5,1.5,79.26,33.45,51.45,5.1,NA,0,31.08,75.24,-9.74,-13.01,-4.32,1.52,2.91,4.01,161.94,49.41,35.56,39.77,0.25,0.34,1.34,80.18,25.12,-19.58,7.31,17609.38,0,39.9,102.05,3.76,5.06,1.62,1.72,2.9,4.04,156.93,40.42,34.18,39.32,0.26,0.35,1.35,80.56,25.69,32.9,6.99,18320.63,0,33.11,88.91
-135.74,124.3,-52.47,0.41,0.65,0.65,98.58,43.83,175.92,0,2.09,-1.92,-0.92,-135.74,209.2,-62.13,-6.33,NA,0,0,0,7.64,-17.05,2.5,0.05,0.6,0.67,119.66,72.16,130.9,9.22,1.45,-3.23,-2.23,7.64,144.8,7.48,-1.76,NA,0,0,0,58.11,-454.92,9.96,0.24,0.67,0.74,62.41,19.13,41.83,3.2,1.13,-8.83,-7.83,58.11,112.77,63.16,-0.27,NA,3.47,0,0
17.7,77.14,143.75,0,1.3,1.3,1729.89,2921.8,2252.85,NA,0.77,3.36,4.36,17.7,77.06,29.37,NA,NA,0,0,0,-52.04,364.81,-113.58,0.07,0.84,0.84,796.61,499.14,649.12,0.5,1.14,-8.01,-7.01,-41.23,114.27,-43.1,-0.05,-21109,0,23.59,-29.66,23.35,147.79,30.25,0.65,0.96,1.19,471.52,101.89,323.81,74.9,0.84,5.33,6.33,24.36,84.2,33.11,1.19,12197,0,1.3,4.5
1.2,6.14,0.86,0.08,0.79,0.86,260.02,98.12,125.19,10.21,0.65,3.31,5.12,19.6,80.45,13.38,0.54,NA,5.02,13.14,67.2,0.76,4.39,0.68,0.07,0.52,0.6,324.4,92.37,151.46,16.14,0.7,4.03,5.76,17.47,82.63,12.81,0.38,12439.31,15.59,14.85,70.12,1.15,5.53,0.91,0.08,0.74,0.83,288.83,86.17,121.56,12.16,0.52,2.5,4.82,20.75,79.24,29.79,0.43,15734.38,2.81,15.56,57.79
11.97,101.41,6.55,0,0.91,0.94,199.39,64.87,71.94,2.83,0.88,7.48,8.48,68.54,88.2,21.16,0.48,NA,18.78,30.99,70.82,8.22,36.45,4.39,0.1,1.71,1.76,195.22,50.78,31.51,1.52,0.77,3.42,4.44,71.96,77.46,21.81,0.62,22861.5,20.74,34.09,75.11,3.62,13.62,2.16,0.22,2.22,2.36,217.06,56.74,28.32,3.88,0.73,2.73,3.76,62.21,73.41,16.09,0.67,19482.5,18.92,34.94,79.49
-0.5,-6.73,-0.39,0.1,0.66,0.8,289.38,145.4,147.25,38.42,0.93,12.56,13.57,14.8,92.63,1.79,0.3,NA,40.38,12.16,83.21,1.18,22.43,1.19,0.04,0.45,0.65,368.37,138.82,223.64,67.33,0.95,18.04,19.05,11.77,94.75,3.93,0.21,16666.84,29.75,10.69,67.39,1.11,17.44,0.85,0.03,0.22,0.51,277.5,47.33,222.01,73.3,0.94,14.68,15.69,17.35,93.63,6.21,0.17,15494.29,9.52,12.38,67.95
12.88,16.51,24.38,12.92,36.09,74.61,689.2,192.64,8.32,324.73,0.22,0.28,1.28,18.76,22,67.79,8.69,NA,0,11.13,23.15,1.14,1.43,2,6.61,22.13,53.03,637.93,170.73,11,344.56,0.2,0.25,1.25,8.08,19.75,15.02,11.03,25846,0,12.12,47.25,5.42,6.65,9.97,3.73,19.28,51.36,669.69,172.79,11.11,361.29,0.19,0.23,1.23,11.19,18.53,43.8,5.89,27856,0,10.62,38.51
17.34,27.39,8.71,1.06,2.23,2.23,182.72,77.4,66.3,NA,0.37,0.58,1.58,17.34,36.69,63.72,3.5,NA,0,0,0,1.95,2.51,1.43,3.72,3.74,3.74,267.24,1.18,58.77,NA,0.22,0.29,1.29,1.95,22.3,41.13,5.38,NA,0,0,0,9.95,12.45,11.82,3.67,4.63,4.63,432.17,82.6,85.69,NA,0.2,0.25,1.25,9.95,20.05,82.09,12.29,NA,0,0,0
5.58,5.97,7.89,9.39,15.02,17.5,514.04,97.84,17.35,43.55,0.06,0.07,1.07,42.75,6.44,293.13,2.43,15037.83,0,52.49,64.08,0.17,0.18,0.2,5.6,13.64,13.96,437.33,182.86,22.76,7.47,0.09,0.1,1.1,43.04,9.08,143.62,3.65,9796,0,51.37,77.99,-14.34,-15.49,-16.19,15.91,23.21,23.49,410.85,106.41,14.57,4.06,0.07,0.08,1.08,45.27,7.42,10.81,6.39,10650.5,0,67.29,95.42
2.16,6.87,1.01,0.51,1.42,1.45,169.59,74.15,63.77,2.87,0.69,2.18,3.18,14.72,68.55,15.76,1.77,NA,10.98,5.85,74.72,2.59,7.32,1.22,0.53,1.46,1.49,171.66,90.33,63.21,3.03,0.65,1.82,2.82,22.82,64.56,17.97,2.93,NA,20.05,9.51,65.32,2.93,16.23,2.4,0.19,0.98,0.99,298.81,122.37,119.94,2.25,0.82,4.54,5.54,8.63,81.96,8.14,0.99,NA,29.99,4.68,35.41
9.1,22.02,16.03,0.54,1.7,1.7,641.3,431.99,372.31,NA,0.59,1.42,2.42,9.1,58.7,15.5,NA,NA,0,0,0,5.54,35.67,2.91,0.36,1.18,1.18,191.5,131.79,159.55,NA,0.84,5.44,6.44,5.54,84.47,6.56,NA,NA,0,0,0,36.68,54.02,16.1,0.21,0.96,2.85,159.82,38.16,50.76,97.05,0.32,0.47,1.47,36.68,32.11,114.22,NA,NA,0,0,0
-19.36,-88.25,-14.02,0.47,0.82,1.24,263.67,66.66,192.76,81.42,0.78,3.56,4.56,41.95,78.07,-18.56,3.61,NA,0,44.41,124.15,-1.3,-10.64,-1.33,0.36,0.63,1.02,374.81,84.35,316.79,124.63,0.88,7.21,8.21,41.68,87.83,1.28,1.56,16637.95,0,44.13,95.91,3.46,28.29,3.06,0.29,0.48,1.03,321.7,51.53,274.03,151.93,0.88,7.18,8.18,35.49,87.77,6.23,2.67,25845.13,0,28.31,85.19
-2.3,-5.53,-2.12,0.05,0.54,0.75,336.65,77.44,158.66,34.54,0.58,1.4,2.41,6.12,58.5,4.96,0.72,23674.68,0,7.78,91.97,-3.5,-8.84,-3.13,0.02,1.85,2.48,326.31,85.44,46.71,30.14,0.6,1.5,2.52,5.73,60.39,3.17,1.21,30589.21,0,8.25,70.67,-1.42,-3.6,-1.25,0,0.55,0.76,319.29,84.7,154.68,32.78,0.59,1.51,2.53,6.5,60.52,7.07,0.7,37689.63,0,6.95,57.26
60.47,65.26,69.4,12.51,13.85,13.85,417.75,39.88,29.83,0,0.07,0.08,1.08,60.47,7.34,824.07,NA,NA,0,0,0,36.11,39.94,50.18,12.86,15.1,15.1,507.29,68.46,30.54,NA,0.1,0.11,1.11,36.11,9.59,403.24,12.14,NA,0,0,0,26.22,30.55,53.31,3.07,5.75,5.75,739.97,265.32,98.86,NA,0.14,0.16,1.16,30.12,14.16,201.25,4.74,92278,0,7.92,9.32
53.76,94.29,16.38,0.37,1.07,1.14,110.93,NA,27.33,1.95,0.43,0.75,1.75,62.43,42.99,160.3,1.06,NA,0,2.64,11.02,10.66,21.84,3.34,0.69,1.3,1.35,114.5,4.9,47.58,2.42,0.51,1.05,2.05,34.96,51.2,48.88,1.39,19590,0,7.62,45.34,6.65,17.68,3.26,0.07,0.62,0.67,178.75,4.65,73.08,3.71,0.62,1.66,2.66,29.69,62.41,32.91,0.82,7634.14,0,11.32,47.97
11.44,54.95,4.93,0.91,1.21,1.21,156.68,31.78,105.9,0,0.79,3.8,4.8,41.22,79.17,39.19,1.84,NA,0,12.82,61.64,15.14,51.19,5.07,1.08,1.82,1.82,122.33,42.43,56.63,NA,0.7,2.38,3.38,68.87,70.42,28.99,2.57,NA,0,18.01,64.92,11.05,34.93,4.42,1.01,1.6,1.6,145.53,44.54,75.82,NA,0.68,2.16,3.16,78.98,68.37,25.29,2.25,11990.2,0,27.16,75.09
25.38,47.79,10.51,0.9,2.5,2.5,150.78,84.61,52.87,NA,0.47,0.88,1.88,136.83,46.9,59.52,5.96,NA,0,46.17,76.26,20.83,32.19,9.49,1.74,3.77,3.77,166.36,80,39.26,NA,0.35,0.55,1.55,125.85,35.29,68.52,7.54,42718.89,0,47.87,77.88,9.32,18.79,3.77,0.14,1.69,1.69,147.09,99.94,64.77,NA,0.5,1.02,2.02,78.81,50.39,24.08,2.12,27853.29,0,28.08,81.61
3.53,9.5,1.38,0.11,0.51,0.52,142.24,35.39,46.23,0.72,0.63,1.69,2.7,45.63,62.9,76.45,0.56,NA,29.89,16.45,41.2,0.63,2.07,0.18,0.11,0.59,0.59,106.53,34.85,35.87,NA,0.7,2.3,3.3,72.36,69.69,67.99,0.52,16815.57,35.32,20.94,55.04,27.48,73.34,8.23,0.17,0.91,0.97,108.96,49.62,55.76,4.56,0.63,1.67,2.67,130.92,62.53,88.71,0.98,16729.5,10.46,30.96,59.44
30.46,34,7.84,5.18,12.97,14.29,93.74,50.52,6.48,8.67,0.1,0.12,1.12,62.29,10.41,301.04,NA,NA,0,8.2,49.08,-26.84,-99.05,-84.16,0.47,0.8,1.23,1144.54,260.69,796.03,346.94,0.73,2.69,3.69,-5.16,72.9,-36.82,2.2,-7781.33,0,67.98,-212.49,33.6,83.89,26.17,0.34,0.87,1.7,283.44,87.64,164.81,138.5,0.6,1.5,2.5,45.8,59.94,56.06,NA,70591.33,0,9.5,27.14
-0.27,-18.51,-0.28,0.14,0.25,0.26,343.11,37.44,229.1,4.29,0.98,67.27,68.33,17.74,98.54,3.92,0.02,NA,34.46,18.33,86.83,-1.6,1315.85,-1.23,0.08,0.28,0.3,281.3,52.82,190.45,6.06,1,-824.69,-824.25,22,100.12,2.56,0,5532.45,29.68,18.19,110.9,-1.45,-144.96,-1.28,0.13,0.28,0.31,321.8,46.58,228.34,8.38,0.99,98.84,99.95,26.6,99,2.97,0.01,5030.57,25.69,24.8,108.13
0.05,0.06,0.03,0.7,4.07,5.18,257.93,125.32,37.14,41.85,0.15,0.18,1.23,54.21,18.41,70.18,3.4,NA,0,38.38,148.71,0.36,0.42,0.23,0.28,5.63,6.64,237.86,154.42,28.87,29.48,0.13,0.15,1.19,56.34,15.73,56.23,4.71,3013.74,0,36.48,179.87,0.76,0.9,0.55,1.41,6.13,6.94,263.22,154.27,32.71,26.91,0.13,0.16,1.19,50.43,15.73,46.08,6.79,3357.68,0,35.92,151.11
