"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
20.93,28.16,8.83,3.9,3.9,3.9,153.64,NA,39.01,NA,0.26,0.35,1.35,72.6,25.67,81.53,NA,NA,0,21.81,70.66,-100.6,173.33,-34.22,0.52,0.54,0.54,124.18,1.86,168.68,NA,1.58,-2.72,-1.72,-59.51,158.04,-60.33,-1.44,NA,0,13.98,-89.26,-8.91,7.83,-1.88,0.36,0.36,0.36,76.97,NA,148.55,NA,2.14,-1.88,-0.88,66.29,213.73,1.93,-3.13,NA,0,10.19,55.96
6.49,-103.84,2.78,0.85,1.28,3.28,155.72,10.05,16.65,46.52,1.06,-17.01,-16.01,27.63,106.25,13.46,1.7,NA,4.15,9.04,72.7,12.03,67.39,5.14,0.48,0.86,4.39,156.02,7.8,17.57,72.53,0.82,4.6,5.6,29.43,82.15,28.12,2.11,14401.43,1.75,7.44,44.33,8.88,25.38,3.81,0.93,1.51,4.33,156.13,12.89,10.98,63.85,0.65,1.86,2.86,26.33,65,30.62,2.31,13225.56,7.31,7.48,42.55
17.75,72.18,6.13,0.36,0.61,1.1,125.69,18.06,42.08,35.63,0.75,3.06,4.07,17.75,75.41,34.38,1.17,NA,23.63,0,0,0.14,0.75,0.03,0.33,0.83,1,82.18,29.1,48.3,10.34,0.81,4.35,5.37,6.42,81.39,0.17,0.99,5128,13.11,1.41,132.2,0.36,2.91,0.07,0.47,0.69,0.97,72,13.49,51.4,16.96,0.88,7.14,8.14,13.97,87.71,0.41,0.87,4623.67,15.52,2.69,170.8
1.45,1.73,4.77,0.3,0.91,0.91,1201.26,103.19,123.44,0,0.16,0.2,1.2,3.76,16.47,58.89,1,NA,3.88,7.63,17.6,-1.28,-1.47,-4.52,0.31,1.7,1.7,1290.64,159.85,114.65,0,0.13,0.15,1.15,1.56,12.81,43.56,1.08,51393,0,10.03,22.41,5.3,5.87,21.67,0.27,2.34,2.34,1487.5,168.41,81.53,0,0.1,0.11,1.11,7.87,9.7,119.93,1.09,67942,0,10.49,15.73
6.27,98.06,2.05,0.13,0.26,1.07,118.84,14.44,109.85,89.6,0.94,14.63,15.63,12.73,93.6,6.7,NA,NA,0,2.11,29.9,13.81,75.21,5.13,0.1,0.19,1.27,135.69,9.49,105.03,115.65,0.82,4.45,5.45,23.07,81.64,16.91,NA,17704.5,0,3.44,33.17,8.58,54.55,4.97,0,0.31,1.1,210.93,52.23,136.51,136.68,0.84,5.36,6.36,12.13,84.27,11.03,1.86,13643,16.01,2.05,21.15
0.33,40.12,0.17,0.03,0.58,0.79,190.39,97.05,177.44,37.39,0.99,120.69,121.69,26.14,99.18,7.98,0.04,6620.44,0,13.5,76.59,3.24,91.16,2.17,0.04,1.62,1.82,244.37,168.75,106.6,21.67,0.96,27.1,28.1,21.02,96.44,5.71,0.44,NA,0,11.9,24.24,9.4,62.86,3.93,0.21,0.83,1.04,151.99,64.07,103.57,22.47,0.85,5.69,6.68,43.67,85.04,19.13,0.7,NA,0,14.31,28.15
-72.56,-89.56,-18.33,2.62,4.14,4.15,91.94,24.98,16.4,0.15,0.19,0.23,1.23,-28.84,18.98,-88.08,3.52,NA,0,11.04,138.46,-14.69,-17.66,-4.83,6.36,6.4,6.42,119.94,0.77,18.01,0.45,0.17,0.2,1.2,44,16.82,115.13,NA,8594,0,19.28,66.24,89.55,114.06,32.71,4.69,4.72,4.72,132.97,0.94,27.68,0.08,0.21,0.27,1.27,103.86,21.49,416.64,NA,49442,0,5.23,11.59
11.39,12.53,10.53,2.87,5.11,11.48,336.64,58.99,13.8,170.24,0.09,0.1,1.1,24.2,9.1,201.34,10.51,NA,4.1,11.84,45.15,7.59,8.73,8.08,1.95,3.66,9.89,388.57,56.14,17.23,207.63,0.13,0.15,1.15,22.08,13.06,113,6.23,18345.25,7.87,15.43,56.4,5.93,6.6,6.26,0.75,3.11,9.01,384.68,83.72,21.62,212.66,0.1,0.11,1.11,25.45,10.26,116.8,5.86,17024,3.66,20.64,67.86
47.08,66.07,31.76,1.65,2.63,3.51,245.51,67.84,69.16,61.69,0.29,0.4,1.4,64.52,28.73,163.85,NA,25514,0,11.76,22.87,33.71,40.43,24.57,2.56,4.92,6.1,266.04,101.36,42.99,51.68,0.17,0.2,1.2,46.19,16.61,202.9,NA,25202,0,9.09,22.97,22.46,26.62,12.94,4.11,4.96,6.48,209.71,27.31,31.99,49.31,0.16,0.19,1.19,31.35,15.63,143.67,NA,24395,0,5.12,22.71
3.87,35.89,2.31,0.08,1.07,1.13,217.32,181.92,167.92,10.6,0.89,8.28,9.28,21.72,89.23,6.34,4.5,NA,7.75,10.66,58.39,28.37,70.22,11.38,0.36,1.78,1.82,146.46,92.83,65.78,3.24,0.6,1.48,2.48,41.42,59.6,53.18,3.49,19699.43,0,5.24,23.62,17.63,32.93,10.56,0.27,2.38,2.41,218.03,171.54,78.41,2.67,0.46,0.87,1.87,30.48,46.45,50.51,7.76,17422.57,1.3,7.7,29.57
17.92,93.75,4.19,0.06,0.83,1.07,85.22,51.74,67.65,16.98,0.81,4.23,5.23,37.3,80.89,24.69,1.46,NA,0,4.54,43.39,12.11,40.92,3.97,0.08,0.74,1.24,119.56,45.99,69.49,35.42,0.7,2.38,3.38,30.97,70.41,21.63,1.14,26164.33,0,6.18,50.48,13.32,30.8,3.57,0.25,1.55,2.48,97.61,39.08,24.12,28.47,0.57,1.31,2.31,35.17,56.74,30.85,1.94,37166,6.23,5.86,48.83
0.91,119.77,0.14,0.3,1.1,1.1,55.84,39.67,49.73,0,0.99,130.58,131.58,0.91,99.24,1.19,13.99,NA,0,0,0,10.88,70.99,1.19,1.16,1.85,1.85,40.02,14.36,20.81,0.01,0.85,5.52,6.52,10.88,84.67,14.74,18.45,NA,0,0,0,2.97,20.21,3.58,0.75,1.05,1.05,438.74,111.25,370.08,0.04,0.85,5.8,6.8,2.97,85.29,6.87,1.39,NA,0,0,0
-9.72,1628.57,NA,0.92,0.99,0.99,NA,NA,NA,NA,1.01,-168.56,-167.56,-9.72,100.6,-9.66,NA,NA,0,NA,0,-8.87,-34.69,-7.11,0.34,0.36,1.2,292.5,2.8,214.51,182.88,0.74,2.91,3.91,5.49,74.42,-9.87,2.38,5512.89,0,11.51,184.34,10.2,24.46,5.14,0.24,0.27,1.51,183.33,3.09,105.57,132.12,0.58,1.4,2.4,26.67,58.3,21.82,3.89,20410.88,0,8.29,52.16
2.62,9.07,1.17,0.08,0.77,1.28,161.83,70.28,100.94,51.91,0.71,2.46,3.46,17.13,71.1,8.01,2.39,NA,0,6.45,65.84,0.65,2.13,0.24,0.01,0.62,1.32,132.92,50.57,78.93,59.33,0.69,2.27,3.27,20.88,69.42,7.54,2.59,20283.33,3.3,7.37,61.8,0.56,2.61,0.25,0.05,0.58,1.16,162.26,47.01,88.71,52.11,0.79,3.7,4.7,16.45,78.73,6.37,1.22,21289.56,0,7.09,68.31
30.08,69.71,16.35,0.35,1.74,1.74,197.9,153.73,110.17,NA,0.57,1.32,2.32,36.59,56.85,58.26,24.03,NA,0,3.54,12.26,19.53,36.2,23.61,1.4,2.2,2.2,441.17,158.18,197.87,NA,0.46,0.85,1.85,24.52,46.04,43.47,NA,29087,0,6.02,18,4.22,7.69,24.79,0.53,2.22,2.22,2136.22,1610.34,949.96,NA,0.45,0.82,1.82,4.26,45.04,9.38,NA,NA,0,0.22,0.71
16.24,84.18,11.25,0,0.78,0.79,252.15,155.36,199.74,0.85,0.81,4.18,5.18,31.45,80.71,20.83,0.52,NA,0,10.54,93.36,1,4.99,0.95,0,0.53,0.53,347.19,141.81,271.3,1.15,0.8,3.97,4.97,15.69,79.9,1.67,0.35,7854.86,0,13.97,89.61,-11.8,-46.4,-6.84,0.01,0.28,0.28,211.05,41.18,153.67,1.3,0.75,2.93,3.93,8.16,74.56,-13.1,0.33,3219.33,0,11.57,224.63
-4.22,204.93,-2.47,0.1,0.59,0.91,213.33,104.87,211.85,68.18,1.02,-49.56,-48.56,13.14,102.06,0.74,-0.23,NA,0,10.17,93.93,2.53,51.54,1.3,0.14,0.73,1.02,187.78,104.03,174.6,50.21,0.95,19.39,20.39,19.9,95.1,8.46,1.33,18201.25,0,8.94,66.68,4.01,60.45,2.01,0.23,0.83,1.07,182.19,100,166.37,41.08,0.93,14.06,15.06,24.69,93.36,7.9,11.16,19237.75,0,10.35,71.54
1.61,5.31,0.79,0.35,0.72,1.06,178.53,24.1,36.54,22.62,0.7,2.29,3.29,15.97,69.65,14.02,1.04,NA,48.58,7.04,52.37,1.55,4.29,0.83,0.1,0.27,0.62,196.69,20.37,32.69,44.63,0.64,1.78,2.78,17.72,63.99,14.89,0.6,33900.8,47.07,8.71,55.65,0.71,1.81,0.32,0.1,0.35,0.71,165.75,24.8,31.06,36.34,0.61,1.57,2.57,17.73,61.1,13.52,0.69,NA,42.02,7.75,59.98
0.11,0.43,0.09,0.06,0.33,1.22,305.88,59.97,219.03,195.76,0.75,2.99,3.99,12.44,74.94,5.18,2.49,13203.72,0,10.36,61.71,-1.59,-6.43,-1.17,0.14,0.37,1.16,268.65,43.56,193.14,155.62,0.75,3.04,4.04,11.71,75.28,4.97,1.91,11220.77,0,9.79,71.74,-0.63,-2.65,-0.47,0.09,0.28,1.18,269.68,38.1,199.62,183.15,0.76,3.18,4.18,12.52,76.08,4.18,2.4,11207.2,0,9.75,74.41
-155.41,-179.46,-67.17,23.76,24.32,45.42,157.32,1.91,3.41,72.98,0.13,0.15,1.15,-106.44,13.4,-456.13,NA,NA,0,21.16,-159.79,15.3,17.27,17.68,36.43,36.43,52.78,421.53,NA,7.84,129.97,0.11,0.13,1.13,15.3,11.38,134.54,NA,NA,0,0,0,-69.81,-92.99,-40.49,6.5,6.54,10.46,211.11,0.79,19.87,79.01,0.25,0.33,1.33,-30.88,24.93,-279.98,NA,NA,0,22.58,-130.46
17.38,19.28,4.29,3.38,10.15,10.15,78.32,59.18,8.74,0,0.1,0.11,1.11,17.38,9.83,176.89,NA,NA,0,0,0,39.51,61,16.98,2.31,3.97,3.97,156.89,53.17,31.98,NA,0.35,0.54,1.54,39.51,35.22,117.05,6.6,NA,14.15,0,0,-11.8,-55.38,-8.06,0.22,2.02,2.02,248.69,115.97,64.52,NA,0.79,3.69,4.69,-11.8,78.69,-9.87,2.05,NA,52.15,0,0
1.05,10.75,4.62,0.01,0.32,1,1605.92,443.87,1433.68,989.06,0.9,9.27,10.27,1.05,90.27,4.83,0.98,NA,0,0,0,-13.23,-933.06,-39.83,0.13,0.3,0.94,1098.89,179.14,1068.47,695.73,0.99,69.54,70.54,-5.79,98.58,-9.7,0.19,NA,0,22.39,-93.02,-1.82,-597.01,-9.92,0.07,0.29,0.97,1988.46,429.87,1960.63,1353.7,1,327.86,328.86,-1.82,99.7,1.06,0.11,NA,0,0,0
28.97,95.4,45.85,0.04,0.96,1.43,576.12,363.68,396.61,189.89,0.7,2.29,3.29,35.71,69.63,41.61,NA,NA,0,10.67,145.25,15.02,17,10.26,1.44,2.83,8.87,249.28,38.18,27.41,167.86,0.12,0.13,1.13,26.94,11.65,128.86,NA,-98989,0,8.15,-23.72,5.47,5.91,4.2,4.71,6.31,13.69,279.49,32.26,20.18,150.97,0.08,0.08,1.08,16.35,7.53,72.6,NA,38306,0,8.36,56.81
35.08,87.62,7.06,0.08,1.08,1.64,73.3,43.65,43.46,24.89,0.6,1.5,2.5,58.57,59.96,58.81,28.76,NA,0,4.73,34.92,34.07,87.02,7.39,0.25,1.42,2.24,79.16,31.87,34.35,28.72,0.61,1.55,2.55,62.04,60.85,61.75,41.77,25600.75,0,6.07,39.25,4.07,17.55,1.92,0.21,1.03,1.67,171.84,43.19,59.78,38.89,0.77,3.31,4.31,23.69,76.8,5.53,1.5,17474,0,9.26,82.59
5.78,17.06,0.52,0.08,0.71,1.13,32.6,12.2,19.57,8.38,0.66,1.94,2.95,62.92,66.09,16.87,1.2,NA,0,5.12,76.86,0.28,1.02,0.03,0.08,0.74,1.1,44.14,17.32,12.62,9.74,0.72,2.58,3.61,47.99,72.29,10.47,1.14,NA,31.71,5.77,65.83,-2.8,-12.71,-0.37,0.09,0.6,0.86,48.46,17.27,21.78,9.32,0.78,3.52,4.54,33.93,77.97,4.27,0.74,NA,26.34,4.89,76.36
2.8,9.57,16.06,2.57,2.83,2.83,2090.86,27.9,107.33,NA,0.71,2.42,3.42,3.14,70.78,10.25,1.11,37598.6,0,1.99,4.04,0.1,0.34,0.53,2.29,3.44,3.44,2041.18,44.79,38.86,0,0.72,2.59,3.59,0.49,72.15,6.18,1.05,NA,0,2.18,6.7,3.64,12.02,NA,4.94,5.65,5.65,1987.25,36.51,51.45,0,0.7,2.3,3.3,4.06,69.69,11.34,1.15,NA,0,1.81,3.67
30.11,48.85,18.55,3.25,5.38,5.38,224.2,61.02,28.69,NA,0.38,0.62,1.62,86.75,38.36,140.3,2.94,NA,0,34.88,43.89,30.81,34.29,16.33,6.96,10.12,10.12,193.52,55.7,17.65,NA,0.1,0.11,1.11,103.46,10.17,526.13,15.99,20634,0,38.52,51.88,15.38,22.34,14.63,6.96,10.62,10.62,346.13,52.93,14.47,NA,0.31,0.45,1.45,66.06,31.15,111.92,1.77,18909.5,0,48.2,66.35
6.89,7.62,1.83,4.18,10.05,10.72,96.51,51.84,8.83,5.99,0.1,0.11,1.11,59.04,9.57,72.06,156.07,NA,0,13.83,102.49,3.62,4.12,1.01,4.99,7.96,8.44,102.1,35.38,11.88,5.77,0.12,0.14,1.14,56.88,12.09,34.75,NA,41706.33,0,14.9,106.13,-5.22,-5.76,-1.39,6.79,10.23,11.06,96.9,29.55,8.59,7.18,0.09,0.1,1.1,52.03,9.28,-56.27,NA,37542.67,0,15.24,116.12
8.98,40.33,2.54,1.49,2.18,2.35,103.09,23.17,28.39,5.84,0.78,3.49,4.49,31.38,77.74,30.24,1.03,NA,5.39,6.35,43.59,7.03,25.9,2.8,0.16,0.81,0.86,145.54,67.1,53.61,6.21,0.73,2.69,3.69,25.96,72.87,16.3,0.74,NA,35.14,7.55,64.21,0.24,0.76,0.07,0.76,1.15,1.15,104.22,23.52,30.77,0.14,0.69,2.2,3.2,21.57,68.76,15.14,1.28,10209.25,28.6,6.11,54.73
-4.71,-5.24,-23.9,0.26,0.45,10.58,1845.21,30.4,59.79,1644.1,0.1,0.11,1.11,-4.71,9.97,-29.38,12.89,NA,5.5,0,0,2.39,3.08,1.46,0.08,0.35,4.76,223.21,12.01,39.45,197.33,0.22,0.29,1.29,3.04,22.35,17.31,18.01,19223,4.42,0.4,15.04,3.44,4.45,1.25,0.08,0.84,4.27,131.94,22.51,14.22,102.92,0.23,0.29,1.29,4.31,22.7,21.8,25.61,16185.5,11.77,0.32,11.73
-2,-71.89,-2.43,0.11,0.61,0.87,443.9,195.58,390.93,103.15,0.97,35.02,36.02,-1.3,97.22,11.3,0.51,NA,0,0.85,4.99,-10.77,164.86,-12.64,0.1,0.53,0.84,428.44,185.5,430.92,137.54,1.07,-16.31,-15.31,-10.72,106.53,8.48,-0.15,NA,0,0.06,0.35,10.06,1548.16,7.24,0.04,0.67,0.99,262,162.29,257.43,82.77,0.99,152.93,153.93,10.06,99.35,29.13,NA,NA,0,0,0
-6.74,62.1,-12.04,0.01,0.03,0.89,650.49,14.05,679.41,621.34,1.11,-10.22,-9.22,1.27,110.85,-5.79,-8.33,NA,5.18,14.31,199.85,4.51,-75.14,6.76,0,0.02,0.93,547.15,11.87,571.77,526.59,1.06,-17.67,-16.67,12.77,106,4.55,-6.33,10194.67,0,12.38,53.87,-2.9,-827.57,-4.88,0.02,0.06,0.98,612.2,21.46,572.16,565.51,1,284.04,285.04,8.13,99.65,-2.59,0.61,5204.58,5.11,18.56,103.75
-60.79,-385.89,-285.57,0.17,0.18,0.18,1709.91,9.58,1424.71,NA,0.84,5.35,6.35,-60.79,84.25,-21,0.18,NA,0,0,0,0,0,NA,NA,NA,NA,371.3,55.36,NA,8,NA,NA,17.55,0,0,NA,0.33,NA,0,0,0,0,0,NA,NA,NA,NA,280.93,34.25,NA,NA,NA,NA,17.11,0.36,0,NA,0.84,NA,0,0.28,2.61
30.21,47.81,8.37,1.87,2.17,2.65,100.83,9.42,31.32,15.16,0.31,0.5,1.58,35.72,36.81,110.77,3.82,NA,0,1.53,11.5,20.57,30.8,6.64,2.24,2.38,2.91,117.77,5.06,36.42,19.53,0.31,0.47,1.5,28.9,33.21,77.11,7.9,23494,0,2.69,23.01,16.92,22.71,7.27,2.99,3.09,3.77,156.42,4.16,39.3,27.11,0.25,0.34,1.34,25.12,25.49,78.72,17.97,24455,0,3.53,25.25
22.97,-271.9,5.21,0.11,0.65,0.93,82.53,47.34,87.81,24.81,1.08,-12.8,-11.84,53.29,108.45,21.25,NA,NA,0,6.88,55.92,19.68,182.24,4.28,0.05,0.72,1.13,79.39,46.26,69.06,28.44,0.89,8.23,9.26,57.18,89.2,22.15,NA,31506,0,8.16,60.06,18.06,63.43,3.53,0.11,0.88,1.42,71.13,38.1,49.34,27.16,0.71,2.51,3.51,53.81,71.52,25.3,NA,33044,0,6.99,56.59
55.81,91.18,32.24,1.83,3.64,3.64,210.27,52.1,28.7,0,0.39,0.63,1.63,82.83,38.8,206.29,1.26,NA,0,15.61,21.98,70.69,87.05,37.95,4.82,9.56,9.56,195.95,63.28,13.35,NA,0.19,0.23,1.23,102.98,18.8,470.88,2.49,41226.25,0,17.33,23.16,58.01,61.91,35.18,8.69,11.22,11.22,220.78,34.37,13.59,NA,0.06,0.07,1.07,94.65,6.3,1136.61,3.31,47316,0,22.22,28.65
22.28,29.53,3.02,4.72,5.92,5.92,49.31,6.62,5.5,0,0.19,0.25,1.33,152.31,24.54,136.42,2.39,NA,0,17.61,76.85,17.1,23.88,7.8,3.17,3.32,3.32,166.36,6.12,40.8,NA,0.28,0.4,1.4,45.57,28.38,65.24,4.26,NA,0,12.97,38.04,21.8,34.37,15.72,0.61,1.46,1.46,262.55,25.51,30.06,NA,0.37,0.58,1.58,32.55,36.59,90.52,0.78,33194,0,7.76,17.11
-18.06,-18.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-18.06,0,NA,NA,NA,0,NA,0,-39.66,-92.55,-146.58,0.68,1.7,1.7,1348.84,NA,781.68,NA,0.59,1.37,2.33,-39.66,57.14,-67.51,NA,NA,0,0,0,14.17,60.83,20.63,0.37,0.81,0.85,530.15,177.39,402.22,15.43,0.77,3.29,4.29,14.17,76.71,33.36,0.68,NA,0,0,0
-3.06,-50.06,-84.58,0.12,0.12,0.12,5023.74,0,9328.78,0,0.94,15.34,16.34,-3.06,93.88,1.73,0.07,NA,0,0,0,-5.37,-5.39,-57.08,5.82,42.66,42.66,3881.98,187.16,18.27,NA,0,0,1,-5.37,0.48,-205.45,1.25,NA,0,0,0,-2.19,-2.21,-25.04,5.74,22.85,22.85,4168.6,193.83,42.41,NA,0.01,0.01,1.01,-2.19,1.03,220.88,1.29,NA,0,0,0
7.27,37.24,1.41,0.17,0.18,1.02,70.75,0.48,46.91,39.9,0.8,4.12,5.12,7.27,80.47,25.97,1.12,NA,0,0,0,0.87,16.1,0.46,0.09,0.11,0.85,193.79,2.6,126.31,113.89,0.95,17.55,18.55,0.87,94.61,7.08,0.63,NA,13.7,0,0.06,4.9,54.41,2.28,0.1,0.15,0.92,169.47,7.45,105.7,109.6,0.91,10.1,11.11,4.92,91,11.73,0.69,NA,21.42,0.01,0.18
16.38,86.02,5,0.31,1.05,1.24,111.06,66.11,88.8,16.41,0.81,4.25,5.25,36.43,80.96,20.23,NA,NA,0,6.12,49.07,6.09,26.26,2.34,0.7,1.12,1.29,140.03,42.35,101.03,17.53,0.77,3.31,4.31,26.11,76.79,9.16,4.91,NA,3.62,7.68,67.85,0.06,0.3,0.03,0.63,0.98,1.16,170.46,47.03,131.73,23.69,0.8,4.06,5.06,14.43,80.24,1.78,6.62,NA,1.93,6.73,85.74
0,0,0.01,0.07,0.74,6.53,1237.85,67.06,100.18,587.76,0.08,0.09,1.09,1.92,8.49,35.54,1.97,NA,0,6.52,31.66,0.37,0.39,1.12,0.02,0.99,10,1114.21,59.77,61.49,562,0.06,0.06,1.06,2.8,5.92,58.17,2.15,22070.5,0,7.43,24.06,0.01,0.01,0.04,0.4,1.66,12.94,1149.02,64.78,51.45,588.44,0.05,0.05,1.05,2.57,4.88,67.53,2.31,15977,0,8.09,34.62
-2.88,-2.89,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-2.88,0.36,-800,NA,NA,0,NA,NA,-3.21,-3.22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-3.21,0.33,-985.71,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0.33,0,NA,NA,0,NA,NA
-8.75,64.43,-85.69,0.03,0.08,0.11,3565.09,63.29,1534.89,56.06,1.14,-8.36,-7.36,-4.04,113.58,-7.7,0.59,NA,0,46.14,-23.01,-3,18.18,-28.9,0.05,0.07,0.12,3517.44,30.36,1505.42,78.8,1.16,-7.06,-6.06,0.38,116.5,-2.57,0.6,1247.5,0,32.53,445.89,-3.73,18.02,-30.23,0.05,0.07,0.08,2946.79,28.36,1324.34,19.21,1.21,-5.83,-4.83,-0.94,120.72,-3.09,0.57,470,0,22.59,950.21
15.5,21.77,9.4,0.58,1.78,2.24,220.81,69.82,57.83,26.53,0.29,0.41,1.41,76.14,28.83,70.3,1.99,NA,0,36.79,69.55,12.61,19.53,12.51,1.21,2.03,2.21,362.12,96.94,76.3,20.96,0.35,0.55,1.55,51.45,35.42,47.13,2.52,9439.5,11.71,38.53,62.56,10.34,14.49,10.13,1.15,2.42,2.47,356.83,118.45,55.72,4.72,0.29,0.4,1.4,42.67,28.65,48.43,2.06,8400.75,10.6,31.69,61.93
-14.87,95.1,-3.57,0.09,0.76,1.29,87.41,36.92,54.2,29.24,1.16,-7.39,-6.39,-5.26,115.64,-3.4,-0.61,NA,1.97,2.31,419.57,13.18,747.04,2.74,0.22,2.05,3.27,75.86,32.34,17.7,22.03,0.98,55.65,56.66,21.37,98.24,20.35,0.7,22779.56,1.97,1.7,26.24,0.91,47.06,0.31,0.25,1.5,2.23,122.81,52.13,41.69,30.78,0.98,50.88,51.88,7.4,98.07,6.28,0.68,15734.8,2.85,2.19,46.9
