"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
0.23,1.72,0.18,0.35,0.44,1.32,287.97,17.88,200.92,179.71,0.71,5.44,7.65,17.95,86.92,3.48,1.97,NA,0,14.02,84.56,-3.83,-33.7,-2.66,0.24,0.28,1.07,252.65,9.61,220.59,176.8,0.89,7.79,8.79,16.54,88.62,-1.36,2.22,NA,0,14.14,103.18,-3.12,-55.87,-3.68,0.36,0.38,0.93,431.18,7.98,400.22,222.7,0.94,16.91,17.91,9.2,94.42,-1.17,0.47,20928,0,14.56,98.79
4.8,26.16,4.78,0.03,0.07,0.19,362.07,14.07,291.9,35.33,0.82,4.45,5.45,23.8,81.65,13.44,0.22,NA,0,18.9,60.99,4.8,20.48,4.88,0,0.06,0.21,369.99,14.12,279.17,44.41,0.76,3.26,4.26,20.99,76.55,15.3,0.29,NA,0,16.45,55.09,-11.94,-95.66,-11.19,0,0.06,0.18,342.05,17.18,294.34,34.47,0.88,7.01,8.01,7.68,87.52,-5.23,0.15,3581.5,0,18.39,130.73
1.91,5.1,1.22,0.7,1.25,1.25,233.73,79.32,144.87,0,0.63,1.68,2.68,19.2,62.67,14.52,1.73,NA,0,11.11,110.99,1.28,7.93,2.16,0.25,1.46,1.46,614.04,431.09,356.87,0,0.84,5.2,6.19,7.46,83.84,8.32,1.13,NA,0,10.42,63.52,3.4,18.56,7.64,0.15,1.26,1.26,820.21,620.27,559.49,0,0.82,4.46,5.46,7.71,81.68,4.16,1.39,NA,0,9.68,116.87
-3.99,19.72,-1.34,0.22,0.48,0.87,122.05,29.59,114.81,45.98,1.2,-5.94,-4.94,11.92,120.24,0.71,-0.92,NA,0,5.33,78.43,1.43,-8.95,0.43,0.08,0.52,0.88,109.17,46.41,106.16,38.49,1.16,-7.24,-6.24,17.31,116.02,2.97,-1.26,NA,0,4.76,76.45,1.95,-10.45,0.54,0.03,0.43,0.72,100.12,46.25,116.34,33.94,1.19,-6.35,-5.35,21.59,118.7,3.78,-1.35,30136.5,0,5.39,78.38
-2.45,-4.67,NA,2.69,4.5,4.5,NA,NA,NA,NA,0.48,0.91,1.91,-2.45,47.55,-5.15,NA,NA,0,NA,NA,-20.49,-631.51,-191.97,0.15,0.31,0.8,3409.64,528.01,3201.95,1584.73,0.97,29.81,30.81,-20.49,96.75,-20.66,0.21,NA,0,0,0,-12.84,121.1,-13.22,0.18,0.29,0.8,375.95,41.62,405.5,211.57,1.11,-10.43,-9.43,-12.84,110.6,-7.82,-0.77,NA,0,0,0
49.78,179.72,18.38,0.64,0.64,0.82,134.43,0.14,95.88,16.58,0.72,2.61,3.61,104.94,72.3,75.13,0.69,NA,0,20.37,50.86,22.28,-30653.13,9.05,0.31,0.31,0.42,147.93,0.04,146.02,16.97,1,-1376.81,-1375.81,73.17,100.07,33.56,0,NA,0,20.68,54.34,8.51,100.96,3.71,0.36,0.4,0.52,159.12,6.09,142.65,16.02,0.92,10.87,11.87,54.29,91.57,23.02,0.17,28121,0,19.96,64.45
-103.41,-215.79,-65.54,0.6,0.84,1.43,130.56,26.75,113.6,68.22,0.52,1.09,2.09,-64.89,52.08,-190.33,1.88,NA,0,24.41,-69.65,37.08,82.67,15.48,1.61,1.61,1.73,151.93,NA,62.11,7.3,0.55,1.23,2.23,52.92,55.14,71.43,2.15,NA,0,6.61,25.54,36.65,70.1,13.82,1.76,1.81,1.9,137.66,2.13,55.93,5.55,0.48,0.91,1.91,63,47.73,93.4,2.84,NA,0,9.94,30.9
-0.49,-0.52,-9.07,NA,NA,NA,6740.67,505.12,NA,NA,0.05,0.05,1.05,-0.49,5.01,97.92,1.08,NA,0,0,0,0,-0.01,-0.09,NA,NA,NA,6740.55,864.84,0,0,0.05,0.05,1.05,0,5.02,107.52,1.15,NA,0,0,0,-2.22,-2.4,-41.15,NA,NA,NA,6758.9,1224.84,0,0,0.07,0.08,1.08,-2.22,7.24,43.91,1.23,NA,0,0,0
-25.94,-668.07,-383.8,0.31,0.48,1.01,5385.31,867.73,5071.58,2679.69,0.96,24.75,25.75,-13.78,96.12,-26.76,0.96,-5611,0,179.95,-92.14,-1.84,-109.39,-0.47,0.03,0.48,1.01,92.24,39.28,87.05,46.44,0.98,58.55,59.56,49.83,98.32,-1.66,0.56,15933.33,0,13.09,101.47,8.53,85.92,2.23,0.11,0.61,1.11,95.51,40.56,82.2,42.3,0.9,9.08,10.08,42.61,90.08,9.65,3.63,24555.5,0,8.92,78.28
1.43,2.26,1.19,1.12,1.8,2.63,304.75,64.6,22.39,80.78,0.37,0.59,1.59,5.03,36.99,32.85,4.18,30970.5,24.19,3.02,25.85,5.4,8.78,4.35,1.03,2.29,2.38,293.08,139.49,51.69,10.82,0.39,0.63,1.63,8.28,38.52,36.09,7.69,NA,20.55,2.32,12.4,4.12,5.92,3.11,1.73,3.12,3.17,275.46,114.86,25.65,3.72,0.31,0.44,1.44,6.53,30.51,33.93,21,42486,20.92,1.82,13.36
1.25,18.45,0.43,0.18,0.69,1.05,124.47,58.5,113.95,41.62,0.93,13.71,14.71,16.81,93.2,1.82,3.15,NA,0,5.32,92.43,-0.03,-0.36,-0.01,0.38,0.76,1.07,133.34,45.89,121.4,37.47,0.93,12.81,13.81,15.37,92.76,0.73,4.27,NA,0,5.64,99.6,-0.22,-2.63,-0.08,0.08,0.87,1.09,136.45,97.26,84.03,26.42,0.92,10.98,11.98,18.09,91.66,0.67,6.98,NA,28.38,6.84,96.95
12.69,67.82,3.79,0.93,0.52,0.95,105.31,-35.61,87.3,37.78,0.81,4.34,5.34,12.69,81.28,15.61,NA,NA,0,0,0,107.5,62.03,6.93,-2.25,-0.03,-1.36,23.45,-37.77,-17,23.05,-0.73,-0.42,0.58,107.5,-73.29,-146.67,NA,NA,0,0,0,3.86,22.44,1.04,0.23,0.67,1.16,98.58,35.38,80.49,40.33,0.83,4.81,5.81,3.86,82.78,4.67,NA,NA,0,0,0
-6.35,66.38,-12.92,0,0.24,0.9,740.4,29.02,800.16,532.88,1.1,-11.45,-10.45,1.11,109.57,-5.8,-5.27,NA,0,15.17,395.7,-3.22,30.05,NA,0,0.2,0.89,NA,NA,NA,NA,1.11,-10.33,-9.33,3.36,110.72,-2.91,-7.58,NA,0,NA,178.67,2.4,72.32,6.01,0.01,0.2,1.02,914.99,27.6,870.36,731.61,0.97,29.15,30.15,5.41,96.68,2.48,2.93,5093,0,7.56,52.38
-3.89,-4.82,-3.47,5.6,5.67,6.24,255.29,3.49,51.34,29.9,0.19,0.24,1.24,-3.89,19.36,-20.09,NA,NA,0,0,0,2.63,10.25,0.91,0.21,0.24,1.34,126.3,2.28,92.91,104.05,0.74,2.9,3.9,2.63,74.38,3.53,NA,NA,0,0,0,0.43,1.87,0.1,0.23,0.25,1.42,88.14,0.86,31.61,37.44,0.77,3.36,4.36,2.91,77.05,11.45,1.52,NA,0,0.6,15.08
7.67,33.06,5.28,0.75,2.42,3.3,250.69,89.04,53.41,47.56,0.77,3.31,4.31,67.09,76.79,20.62,0.83,NA,0,40.92,76.31,10.04,46.92,6.39,0.42,0.69,0.99,231.48,35.97,131.38,39.82,0.79,3.67,4.67,59.3,78.6,23.39,0.52,NA,0,31.33,71.11,-0.52,-4.45,-0.38,0.19,0.73,0.98,267.21,85.02,156.5,39.62,0.88,7.52,8.52,50.44,88.26,18.86,0.29,32100.06,0,37.31,71.79
-1.58,-6.39,-3.09,0.04,0.91,0.91,712.49,515.28,352.44,0,0.75,3.05,4.05,-0.15,75.29,14.49,1.05,NA,33.28,2.79,-2.94,-22.83,-77.65,-10.2,0.6,1.56,1.56,162.67,75.39,63.19,NA,0.71,2.4,3.4,-14.85,70.6,5.06,2.12,NA,9.31,3.57,49.15,22.34,69.48,4.94,0.12,0.57,0.57,80.77,24.45,22.29,NA,0.68,2.11,3.11,31.06,67.85,44.19,0.54,30819,39.02,1.93,18.12
5.4,5.55,8.1,6.21,6.21,13.33,545.9,0,14.23,102.7,0.03,0.03,1.03,17.68,2.64,204.86,1.5,NA,0,18.42,69.7,-2.57,-3.87,-4.42,0.13,1.12,1.58,625.49,203.39,24.94,96.78,0.33,0.5,1.5,5.66,33.49,11.49,1.41,NA,29.42,14.16,62.16,2.46,3.58,4.37,0.1,0.92,1.35,648.71,164.77,65.03,87.68,0.31,0.46,1.46,10.71,31.47,19.04,1.19,14753.25,21.24,14.67,45.77
1.7,23.65,1.13,0.5,4.4,4.57,168.48,124.95,32,5.45,0.93,12.88,13.88,13.5,92.8,19.62,0.87,12168.33,0,7.86,29.38,-78.43,122.47,-26.53,0.17,4.67,5.4,123.12,76.32,16.96,12.58,1.64,-2.56,-1.56,-44.24,164.04,-15.49,1.74,NA,0,11.56,1185,131.53,350.84,24.19,1.35,7.03,7.4,67.12,46.12,8.12,3.03,0.63,1.67,2.67,185.26,62.51,250.37,10.05,32299.5,0,9.88,27.15
5.56,65.59,1.97,0.11,0.85,1.09,129.19,84.99,115.13,28,0.92,10.8,11.8,40.42,91.53,8.22,5.76,16504.5,0,12.37,81.88,1.44,15.41,0.33,0.1,0.8,1.07,82.49,51.2,73.69,20.66,0.91,9.67,10.67,63.66,90.63,4.36,3.49,NA,0,14.1,96.86,3.93,27.71,0.82,0.12,0.8,1.14,75.88,43.45,64.13,21.76,0.86,6.04,7.04,64.86,85.8,5.76,7.08,26579.25,0,12.66,86.72
1.6,1.67,1.85,61.9,66.71,66.71,421.37,30.03,6.24,NA,0.04,0.04,1.04,1.6,4.3,37.13,NA,NA,0,0,0,-0.48,-0.5,-0.55,90.26,97.32,97.32,419.18,30.03,4.26,NA,0.04,0.04,1.04,-0.48,4.26,-11.22,NA,NA,0,0,0,1.57,1.65,1.85,64.09,68.99,68.99,428.97,30.03,6.12,NA,0.05,0.05,1.05,1.57,4.62,34.03,NA,NA,0,0,0
-0.52,-2.07,-0.66,0.13,0.67,0.67,465.42,184.06,228.47,NA,0.75,2.98,3.98,-0.52,74.89,21.09,0.51,NA,25.25,0,0,-3.88,-16.61,-5.2,0.1,0.46,0.75,487.84,39.85,269.13,108.87,0.77,3.28,4.28,-3.88,76.66,17.43,0.56,NA,20.88,0,0,-6.1,-24.68,-34.74,0.41,0.58,1.1,2077.83,NA,1164.73,609.63,0.75,3.04,4.04,-6.1,75.27,2.91,1.14,NA,18.44,0,0
-14.59,-66.42,-205.96,0.05,0.58,1.3,5137.74,2079.08,3908.81,2844.66,0.77,3.5,4.55,-14.59,78.03,-18.97,NA,NA,0,0,0,4.75,93.2,1.08,0.18,0.4,0.86,82.68,16.96,77.02,35.16,0.95,18.63,19.63,17.86,94.91,9.63,0.29,NA,0,2.98,51.64,1.03,42.83,0.36,0.07,0.28,0.86,126.11,25.79,120.43,70.34,0.98,40.51,41.51,13.46,97.59,3.02,0.17,12558.3,0,4.3,71.39
0.12,63.08,0.05,0.02,0.61,0.84,150.13,81.41,146.12,34.64,1,512.75,513.75,27.49,99.81,3.23,0.02,NA,0,11.29,90.46,1.58,88.55,0.61,0.02,0.58,0.85,141.57,72.18,134.28,37.59,0.98,54.93,56.1,28.11,98.22,5.39,0.13,NA,0,10.32,84.31,-4.82,210.14,-1.45,0.02,0.41,0.75,109.61,36.79,107.22,37.42,1.02,-44.61,-43.61,31.15,102.29,0.84,-0.07,16999.2,0,10.8,97.96
0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,62.9,82.5,25.4,1.25,2.63,4.21,147.02,47.74,34.51,55.23,23.76,31.17,1.31,117.81,23.76,264.66,NA,NA,0,22.18,41.37,3.81,4.11,2.04,3.99,8.56,13.41,195.39,65.68,14.34,70.65,7.46,8.06,1.08,40.65,7.46,51.04,NA,3371.75,0.02,19.72,87.98
19.69,83.74,9.42,1.48,1.72,3.85,174.06,10.56,44.67,96.64,0.76,3.25,4.25,24.22,76.49,25.74,NA,26613,0,2.17,15.44,21.25,81.11,7.83,0.17,0.36,2.2,134.19,8.87,47.16,88.13,0.74,2.82,3.82,27.6,73.81,38.29,3.06,34652,0,2.34,15.28,11.51,34.13,5.01,0.47,0.65,1.76,158.68,14.17,79.55,89.99,0.66,1.96,2.96,17.56,66.27,24.89,4.94,28485.5,0,2.63,20.86
26.23,79.8,6.03,0.04,0.42,1.43,83.62,20.01,39.07,54.32,0.67,2.04,3.04,53.74,67.13,57.96,4.71,28182.17,16.75,6.32,36.23,20.72,73.58,5.51,0.03,0.31,1.34,96.82,19.1,46.37,71.59,0.72,2.55,3.55,45.02,71.84,33.14,7.91,20257,23.38,6.46,43.78,20.55,64.68,4.92,0.03,0.18,1.4,87.45,8.61,31.92,72.76,0.68,2.15,3.15,53.9,68.22,32.58,7.64,17508.29,31.04,7.99,52.5
-1.64,-6.48,-0.28,0.31,0.95,1.21,61.7,28.16,38.74,11.42,0.75,2.96,3.96,61.77,74.76,11.08,2.18,NA,8.14,10.75,80.52,8.91,68.6,1.52,-0.17,0.81,1.07,62.13,50.66,50.03,13.37,0.87,6.7,7.7,81.04,87.02,14.2,1.55,NA,2.4,12.31,91.79,1.22,12.75,0.32,0.18,0.74,0.89,97.33,42.54,76.43,12.01,0.9,9.47,10.47,47.98,90.45,2.23,0.68,NA,8.46,12.47,88.72
17.09,20.13,8.7,1.26,3.5,3.63,185.19,61.97,27.67,3.55,0.15,0.18,1.18,24.31,15.11,144.57,1.89,48234,0,3.67,20.85,4.58,79.56,2.51,0.42,0.55,0.56,199.32,23.94,185.78,2.2,0.94,16.39,17.39,12.12,94.25,8.8,0.12,NA,0,4.13,42.75,1.43,13.23,0.73,0.23,0.31,0.33,186.78,12.26,164.34,2.83,0.89,8.28,9.28,11.81,89.22,8.47,0.15,18774.5,0,5.31,52.05
8.86,9.56,3.36,1.08,7.83,11.61,138.09,58.35,8.64,33.09,0.07,0.08,1.08,31.56,7.36,145.13,3.56,NA,0,8.61,61.42,0.34,0.39,0.14,1.47,6.13,8.83,149.67,50.83,10.91,29.86,0.13,0.16,1.16,23.27,13.44,32.66,2.66,NA,0,9.43,71.03,-4.43,-6.16,-2.09,0.93,1.99,2.81,171.69,45.61,43.19,36.27,0.28,0.39,1.39,19.89,28,2.5,2.66,16448.8,0,11.44,84.03
71.76,79.54,23.96,5.11,9.06,10.39,86.46,45.69,11.56,15.61,0.1,0.11,1.11,117.19,9.78,733.38,NA,NA,0,15.17,38.96,13.09,20.43,4.19,0.09,1.62,2.79,116.61,63.33,41.27,49.15,0.36,0.56,1.56,137.33,35.93,36.43,NA,NA,0,39.8,90.23,5.64,8.86,1.5,0,2.12,2.81,97.32,72.44,-10.61,23.87,0.36,0.57,1.57,161.31,36.39,15.49,NA,NA,46.66,41.51,96.26
-47.36,651.5,-23.56,0.01,0.07,0.73,181.06,0.75,136.28,91.09,1.07,-14.76,-13.76,2.93,107.27,-20.8,0.3,2089.17,6.8,25.01,259.43,2.65,-170.64,2.42,0.07,0.09,1.56,332.56,1.72,90.31,134.41,1.02,-65.51,-64.51,30.58,101.55,14.85,1.1,14439.75,24.45,25.52,54.18,-42.22,95.28,-21.85,0.04,0.04,1.14,188.94,0.2,60.65,67.52,1.44,-3.26,-2.26,15.43,144.31,-13.37,0.17,10131.75,11.03,29.84,118.18
-42.12,1374.82,-8.33,0.09,0.58,0.65,71.96,34.84,72.13,5.11,1.03,-33.64,-32.64,-8.68,103.06,-30.09,-0.09,570.5,0,6.61,809.29,62.01,103.48,10.96,0.87,2.17,2.26,64.35,32.16,24.83,2.4,0.4,0.67,1.67,89.3,40.07,182.99,5.3,22506.5,0,4.82,24.62,6.86,10.39,1.46,1.27,2.82,2.93,77.89,39.04,25.16,2.64,0.34,0.51,1.51,35.41,33.99,42.1,17.76,9470.5,0,6.09,62.02
-12.51,-14.44,NA,7.34,7.5,7.5,NA,NA,NA,NA,0.13,0.15,1.15,-12.51,13.33,-93.84,NA,NA,0,NA,0,-8.99,-9,NA,1066,1066,1066,NA,NA,NA,NA,0,0,1,-8.99,0.09,-9580,NA,-188,0.09,NA,0,-1.2,-1.2,NA,1053.4,1053.4,1053.4,NA,NA,NA,NA,0,0,1,-1.2,0.09,-1260,NA,NA,0.09,NA,NA
10.89,13.77,2.92,4.66,4.66,5.03,97.58,0,19.19,7.25,0.21,0.26,1.26,125.19,20.89,52.16,NA,NA,0,30.64,86.24,-1.09,-1.29,-0.54,6.44,6.44,6.87,179.72,NA,25.89,11.1,0.16,0.18,1.18,62.74,15.56,-7.02,NA,NA,0,31.51,99.45,-0.39,-0.43,-0.13,9.9,9.9,10.6,121.75,NA,11.33,8,0.1,0.12,1.12,19.48,10.36,-3.75,NA,NA,0,6.63,41.8
3.36,3.64,2.91,13.91,14.13,14.13,315.7,4.59,21.38,0,0.08,0.08,1.08,69.63,7.69,43.63,NA,5811,0,57.48,93.12,4.98,5.31,6.72,17.77,17.77,17.77,491.6,NA,26.5,NA,0.06,0.07,1.07,32.96,6.31,78.92,NA,2964,0,37.79,80.2,2.37,2.68,2.45,9.07,9.18,9.18,376.8,4.27,39.29,NA,0.11,0.13,1.13,56.27,11.42,20.78,NA,2653,0,55.64,93.78
10.92,56.33,9.39,0.35,0.48,0.68,313.08,28.75,235.05,48.02,0.81,4.16,5.16,12.78,80.61,22.32,0.5,33334.67,0,1.6,8.26,7.21,27.86,8.17,0.4,0.62,0.82,412.15,62.7,283.48,55.68,0.74,2.86,3.86,9.48,74.11,20.39,0.72,30510.67,0,2.57,11.39,3.41,12.03,4.3,0.24,0.44,0.77,460.7,61.78,317.99,105.25,0.72,2.53,3.53,8.05,71.69,14.87,0.65,NA,0,5.86,38.03
0.45,1.7,0.69,0.05,0.34,0.73,562.39,94.24,313.52,126.42,0.74,2.79,3.79,2.97,73.61,4.85,0.68,NA,13.12,3.9,34.92,0.63,2.08,0.93,0.05,0.71,1.34,539.76,105.51,146.62,101.38,0.7,2.32,3.32,3.32,69.85,7.45,1.18,NA,9.97,4,30.12,0.11,0.33,0.16,0.04,0.78,1.37,561.09,122.56,149.29,97.5,0.68,2.14,3.14,2.96,68.17,6.16,1.19,14598.75,20.21,4.39,27.21
2.03,26.27,2.2,0.01,0.01,0.75,393.57,0.86,303.84,267.59,0.92,11.94,12.94,5.81,92.27,4.63,0.25,NA,14.21,4.09,41.57,1.73,19.76,1.53,0,0.01,0.75,322.02,1.1,250.86,219.33,0.91,10.45,11.45,6.28,91.27,5.25,0.28,NA,12.5,4.03,43.01,1.21,12.01,0.92,0.02,0.02,0.8,276.44,0.86,214.71,192.99,0.9,8.9,9.9,5.95,89.89,4.8,0.35,12669.33,11.15,3.59,42.77
7.17,57.4,3.09,0.87,1.12,1.12,157.09,33.31,134.7,0.89,0.88,7,8,21.25,87.51,8.76,5.05,NA,0,6.08,59.49,-9.7,-79.58,-5.42,0.91,1.1,1.11,203.2,33.16,175.03,1.6,0.88,7.2,8.2,9.3,87.81,-9.56,4.03,NA,0,10.61,162.85,-8.02,-210.58,-4.83,0.83,1.02,1.02,219.84,38.13,208.28,1.36,0.96,25.27,26.27,8.82,96.19,-7.02,2.28,12698,0,10.14,160.95
14.73,16.48,7.66,4.54,11.1,13.56,189.35,46.18,7.03,17.49,0.11,0.12,1.12,28.32,10.64,179.09,1.95,33688.29,0,7.07,38.47,11.65,12.01,5.82,8.42,21.18,25.46,181.79,46.68,3.66,15.87,0.03,0.03,1.03,25.34,2.97,496.16,2.03,28970,0,6.84,43.22,9.4,9.64,5.07,10.91,21.77,26.63,196.72,40.6,3.74,18.45,0.03,0.03,1.03,23.96,2.5,499.52,2.01,29674.33,0,7.85,48.62
