"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
-22.46,-40.7,-20.67,0.8,2.2,2.23,334.97,40.48,29.07,1.01,0.45,0.81,1.81,0.64,44.82,-24.64,0.69,8292.5,0,21.25,89.69,-12.96,-34.5,NA,0.08,1.37,1.42,421.18,61.55,64.93,3.38,0.62,1.66,2.66,5.32,62.42,-9.12,0.51,NA,3.19,13.94,82.16,2.53,7.44,NA,0.81,1.3,1.32,433.9,54.36,37.23,2.19,0.66,1.94,2.94,19.9,66,11.38,0.52,NA,17.23,15.03,39.25
-20.15,-43.24,-16.94,0.06,0.69,0.81,305.96,42.2,67.79,8.16,0.53,1.14,2.15,21.37,53.4,-18.35,0.93,11958.97,0,34.9,95.15,-6.38,-14.18,-5.2,0.06,0.4,0.47,296.54,40.16,103.77,8.29,0.55,1.22,2.22,39.55,54.93,4.92,0.72,8632.94,4.56,25.46,61.75,-4.37,-10.08,-3.32,0.05,0.41,0.49,276.67,41.35,99.74,8.27,0.57,1.31,2.31,46.03,56.62,9.11,0.72,NA,4.98,26.63,61.82
0.51,1.35,0.52,0.11,0.54,1.6,365.02,60.44,107.47,148.97,0.54,1.43,2.63,20.31,62.05,12.55,1.38,18275.51,12.29,19.85,77.82,0.53,1.51,0.6,0.14,0.73,1.71,413.19,94.65,134.53,158.56,0.52,1.48,2.84,18.55,52.01,13.02,1.44,NA,8.21,14.71,51.84,0.58,1.48,0.59,0.05,0.5,1.55,373.2,58.14,95.74,135.33,0.49,1.25,2.56,20.02,48.98,17.14,1.14,NA,11.71,14.31,52.64
7.15,15.24,3.02,0.89,1.84,2.29,153.6,60.33,63.54,28.77,0.53,1.13,2.13,38.54,53.1,23.01,14.09,19968.61,0,13.25,57.44,32.64,97.78,19.25,0.46,1.27,1.57,214.67,96.67,67.88,35.58,0.67,2,3,54.71,66.62,50.63,5.7,NA,23.89,9.37,26.04,12.51,26.87,8.79,0.24,1.9,2.12,255.75,178,64.43,23.73,0.53,1.15,2.15,31.3,53.43,27.31,7.83,NA,17.06,9.71,38.26
26.68,31.33,15.43,8.12,9.58,9.58,120.9,31.84,21.73,NA,0.15,0.17,1.17,41.21,14.83,179.89,NA,943.8,0,8.4,26.32,28.69,34.05,13.01,2.88,8.68,8.68,165,108.97,18.8,NA,15.74,18.68,1.19,41.88,15.74,182.26,NA,NA,0,4.62,19.55,34.08,53.78,NA,0.99,2.7,2.7,228.45,135.9,79.47,NA,36.64,57.83,1.58,39.77,36.64,93,13.03,NA,0,1.73,5.11
16.22,246.16,7.1,0.43,0.43,1.16,159.37,NA,135.96,100.45,0.93,14.18,15.18,74.34,93.41,17.36,NA,4983.5,0,25.45,71.52,8.51,70.83,7.42,0.21,0.54,1.14,317.36,91.85,276.18,164.64,0.88,7.33,8.33,62.01,87.99,9.67,NA,NA,0,46.65,81.64,-0.86,-15.55,-0.35,0.26,0.44,1.02,146.63,25.26,136.99,78.68,0.94,17.05,18.05,45.53,94.46,-0.22,1.38,NA,0,18.69,94.82
6.9,8.41,8.52,0.4,0.4,0.4,449.34,NA,56,NA,0.18,0.22,1.22,16.33,17.93,38.51,0.86,NA,0,11.63,33.04,20.25,27.17,6.78,1.94,2.12,2.12,121.79,5.26,30.09,NA,0.25,0.34,1.34,123.71,25.44,141.3,1.59,NA,0,34.61,75.24,20.26,24.56,7.3,4.46,4.46,4.46,131.21,NA,21.48,NA,0.17,0.21,1.21,141.99,17.48,190.97,3.18,NA,0,43.88,85.5
8.65,13.43,4.68,1.65,1.8,2.81,196.95,10.36,69.3,71.24,0.36,0.55,1.55,8.65,35.58,24.32,NA,NA,0,0,0,24.64,31.36,13.39,2.49,3.09,4.67,197.8,25.13,41.91,67.1,0.21,0.27,1.27,24.64,21.42,115.04,NA,NA,0,0,0,32.29,38.19,14.77,3.85,4.37,6.47,166.54,13.07,25.45,53.54,0.15,0.18,1.18,32.29,15.45,208.94,NA,NA,0,0,0
-32.21,67.27,-41.38,0.06,0.29,0.38,467.65,133.8,571.76,52.77,1.48,-3.09,-2.09,-10.63,147.88,-7.97,-0.47,-995.14,0,27.73,-270.5,-83.79,76.45,-106.59,0.03,0.12,0.2,463.04,74.02,833.09,67.64,2.1,-1.91,-0.91,-36.7,209.6,-29.52,-1.35,NA,0,44.01,253.14,1.06,24.22,0.5,0.06,0.84,0.93,170.62,109.34,139.2,12.85,0.96,21.91,22.91,12.38,95.64,7.67,0.74,NA,0,4.02,50.66
-84.76,406.99,NA,0.18,0.19,0.19,1126.05,12.71,1345.63,NA,1.21,-5.8,-4.8,-84.76,120.83,-5.97,-0.27,NA,0,0,0,-24.03,83.81,NA,0.9,1,3.71,1281.17,33.03,341.23,926.59,1.29,-4.49,-3.49,-24.03,128.67,-5.25,NA,NA,0,0,0,1.67,-11.89,3.21,1.31,1.31,6.12,699.37,NA,112.94,543.22,1.14,-8.11,-7.11,1.67,114.06,1.47,NA,NA,0,0,0
4.14,89.44,4.75,0.03,0.6,1.03,418.17,225.67,394.27,169.73,0.95,20.63,21.63,5.49,95.38,4.78,2.51,36141,0,1.56,18.72,7.4,90.65,4.69,0.23,0.32,1.06,230.59,18.43,209.13,154.34,0.92,11.26,12.26,9.61,91.84,9.12,2.86,3654,0,0.97,11.95,15.34,94.17,7.81,0.22,1.13,1.15,185.3,139.5,153.29,2.74,0.84,5.14,6.14,17.82,83.7,19.54,4.4,4546.33,0,0.9,7.65
24.01,29.67,7.47,0.54,3.76,5.65,113.28,60.59,18.97,36.45,0.19,0.24,1.24,46.39,19.07,143.83,18.99,52117.34,0,6.96,36.85,14.86,17.48,5.31,1.59,5.61,7.62,129.92,62.23,16.2,32.46,0.15,0.18,1.18,36.81,14.98,110.5,21.7,13863.42,0,5.64,31.4,21.98,28.7,11.07,0.12,3.44,4.36,183.4,132.64,40.48,37.04,0.23,0.31,1.31,37.04,23.43,95.95,28.88,NA,0,5.46,27.84
5.84,37.87,2.86,0.09,0.7,0.7,177.93,NA,148.64,NA,0.85,5.48,6.48,19.86,84.57,13.72,0.39,17238,0,6.85,50.12,39.77,82.9,NA,0.25,1.63,1.63,207.02,0.39,106.41,NA,0.52,1.08,2.08,46.34,52.03,88.04,3.18,NA,0,2.71,9.02,46.18,47.24,NA,12.22,41.21,41.21,176.09,33.53,3.79,NA,0.02,0.02,1.02,53.28,2.23,2359.61,10.04,NA,0,2.53,8.71
8.65,10.71,NA,0.97,4.35,5.59,161.74,88.66,26.26,32.61,0.19,0.24,1.24,53.17,19.24,52.31,12.04,NA,0,14.11,54.66,6.03,6.62,NA,5.07,10.69,13.94,185.32,68.26,12.13,39.33,0.09,0.1,1.1,56.8,8.82,90.95,14.45,NA,0,18.29,58.33,7.59,9.46,NA,4.63,8.17,9.19,167.82,54.74,15.46,15.7,0.2,0.25,1.25,66.26,19.73,58.07,6.25,NA,0,19.31,56.67
7.88,17.63,1.55,0.8,7.56,7.56,71.85,21.35,3.16,0,0.55,1.24,2.24,41.08,55.33,98.56,1.44,17776.67,0,6.55,30.94,8.95,11.65,NA,0.56,12.1,12.1,40.76,23.68,2.05,NA,23.16,30.14,1.3,61.55,23.16,308.81,2.48,NA,0,4.34,26.44,-12.82,-25.45,NA,0.03,0.93,0.93,53,23.35,26.02,NA,49.63,98.54,1.99,33.88,49.63,43.52,0.94,NA,0,5.01,45.69
-1.15,-4.78,-2.05,0.61,1.32,1.32,244.38,343.78,487.39,NA,75.9,314.92,4.15,-1.15,75.9,-1.52,NA,NA,0,0,0,24.44,41.55,7.64,1.96,2,2.43,113.8,2.21,46.35,19.66,41.19,70.03,1.7,24.44,41.19,59.33,NA,NA,0,0,0,14.65,66.09,14.54,0.32,0.52,1.29,361.04,54.09,277.73,213.96,77.83,350.98,4.51,26.45,77.83,18.83,NA,NA,0,11.7,37.45
13.44,33.18,14.08,0.08,1.68,1.68,381.38,360,224.42,0,0.59,1.47,2.47,13.44,59.5,22.59,NA,NA,0,0,0,37.02,46.79,31.14,3.36,4.79,4.79,306.2,90.45,63.26,NA,0.21,0.26,1.26,47.2,20.89,177.19,NA,NA,0,6.34,12.72,11.89,14.13,9.88,1.94,6.3,6.3,302.38,207.17,47.44,NA,0.16,0.19,1.19,13.66,15.86,74.97,NA,NA,0,1.09,6.69
0.23,0.58,0.18,0.14,0.58,1.22,286.24,71.08,163.6,105.85,0.6,1.52,2.55,8.09,60.73,7.95,1.41,22764.87,0,6.18,68.91,0.48,1.24,0.41,0.12,0.72,1.15,306.45,108.07,179.78,76.82,60.87,156.35,2.57,7.83,60.87,7.48,1.27,12323.92,0.01,4.42,59.98,0.52,1.56,0.53,0.07,0.75,1.12,371.34,143.88,193.2,78.85,61.22,184.17,3.01,7.96,61.22,7.64,1.02,NA,7.21,5.35,39.49
0.21,0.95,0.11,0.01,0.58,0.68,192.96,62.34,108.69,10.95,0.78,3.59,4.6,20.22,78.27,14.76,0.73,10834.5,0,10.61,59.69,4.32,15.02,3.11,0.15,0.86,1.09,261.97,50.45,71.19,16.47,0.71,2.47,3.48,6.46,71,30,1.07,NA,13.52,1.08,5.27,6.28,14.48,NA,0.18,6.96,6.96,169.84,101.75,15,NA,0.57,1.31,2.31,6.28,56.62,106.63,2.72,NA,23.99,0,0
72.64,95.55,2142.5,0.03,0.08,0.11,10736.29,129.57,2545.36,75.02,0.24,0.32,1.32,72.9,23.98,308.04,0.78,66383,0,7.64,10.4,-37.73,-43.62,-507.98,0.2,0.61,0.65,4900.56,264.05,652.96,29.14,0.13,0.16,1.16,-37.3,13.5,-271.13,0.95,NA,0,5.87,11.41,1.86,2.17,43.5,0.17,0.66,0.8,8534.84,489.09,988.67,133.49,0.15,0.17,1.17,2.27,14.64,16.42,0.97,NA,0,9.66,13.3
4.6,23.17,11.43,7.01,10.1,10.1,904.08,121.29,39.3,NA,0.8,4.03,5.03,29.69,80.13,9.2,1.71,18951.4,0,62.31,65.38,6.43,27.31,NA,1.49,2.17,2.17,964.71,79.31,115.64,NA,0.76,3.25,4.25,28.58,76.45,12.43,1.18,NA,0,42.35,44.34,6.38,20.4,NA,2.55,4.22,4.22,858.09,79.64,47.57,NA,0.69,2.2,3.2,29.48,68.71,14.95,1.23,NA,0,39.21,44.37
10.64,47.91,15.64,0.2,0.32,0.32,389.44,51.28,411.4,NA,0.78,3.5,4.5,15.36,77.78,24.07,0.3,NA,0,6.93,16.58,33.5,41.9,NA,4.42,5.55,5.58,148.84,29.72,26.36,0.89,0.2,0.25,1.25,74.79,20.05,275.36,NA,NA,0,12.46,36.06,19.32,20.75,22.5,15,15,15,423.95,0.02,27.93,NA,0.07,0.07,1.07,33.4,6.91,279.7,NA,NA,0,12.1,26.09
19.02,27.48,11.07,1.12,2.5,3.24,211.85,45.38,61.79,46.37,0.31,0.45,1.45,52.3,30.81,64.71,15.33,23502.89,0,19.37,54.96,23.35,28.13,11.89,1.62,4.99,5.96,185.27,38.64,28.62,27.62,0.17,0.2,1.2,57.55,16.98,143.09,12.11,NA,0,10.06,30.02,10.47,14.21,7.16,1.33,2.99,3.79,248.91,75.99,62.22,49.8,0.26,0.36,1.36,37.76,26.29,44.41,18.26,NA,0,11.81,39.99
0.19,1.68,0.16,-0.1,0.82,1.35,297.78,62.11,96.91,53.59,0.89,7.71,8.71,17.43,88.52,0.96,0.47,30316.88,14.78,14.1,57.24,1.19,8.22,0.9,-0.17,0.89,1.47,275.1,45.09,74.16,42.63,0.86,5.91,6.91,18.48,85.54,5.05,0.46,7696.82,12.53,9.19,37.24,0.64,4.75,0.52,-0.04,0.63,1.28,299.9,79.18,117.32,75.74,0.87,6.48,7.48,17.73,86.63,4.59,0.45,8698.55,8.44,9.97,51.01
4.12,5.25,5.5,0.26,1.36,2.39,485.68,46.7,42.23,44.25,0.22,0.27,1.27,38.06,21.53,69.91,1.13,27011.33,0,45.29,66.76,4.22,5.94,5.09,0.16,1.47,4.9,439.89,38.84,29.63,101.67,0.29,0.41,1.41,38.33,29.04,44.01,1.37,13112.99,0,29.3,49.54,3.95,5.42,4.43,0.06,1.25,4.95,408.21,34.8,29.34,108.68,0.27,0.37,1.37,40.45,27.02,40.12,1.4,NA,0,29.09,51.71
-1.36,-21.55,-0.73,0.11,1.08,1.08,196.18,173.71,178.82,NA,0.94,14.81,15.81,25.96,93.67,-1.46,NA,4397.5,0,14.73,103.68,-186.94,226.48,-19.03,0.58,0.58,0.58,37.06,NA,62.95,NA,1.83,-2.21,-1.21,175.27,182.54,-102.41,NA,NA,0,36.88,159.7,-7.34,4.58,-4.79,0.4,0.4,0.4,237.58,NA,586.35,NA,2.6,-1.62,-0.62,-7.34,260.37,-2.82,NA,NA,0,0,0
87.73,-135.24,88.02,0.61,0.61,0.61,365.19,NA,587.41,NA,1.65,-2.54,-1.54,87.73,164.87,53.21,NA,NA,0,0,0,122.76,149.47,26.98,6.07,6.07,6.07,80.01,NA,13.03,NA,17.87,21.76,1.22,122.76,17.87,686.97,NA,NA,0,0,0,-10.5,-30.95,NA,6.51,6.51,6.51,NA,NA,NA,NA,66.07,194.71,2.95,-10.5,66.07,-15.9,NA,NA,0,NA,0
1.15,1.75,1.11,1.65,2.06,2.28,349.2,40.07,95.84,21.3,0.31,0.47,1.51,14.91,33.97,26.75,1.89,14813.72,0,13.2,56,0.84,1.21,0.62,0.99,2.12,2.47,268.96,74.22,65.52,22.99,0.28,0.41,1.43,15.56,28.32,25.92,1.87,NA,0,7.52,48.71,7.2,10.89,4.22,0.89,2.01,2.16,213.39,70.72,63.03,9.65,0.33,0.5,1.51,21.92,33.1,40.73,1.94,NA,0,5.95,32.38
-0.44,-38.02,-0.24,0.03,0.43,0.8,196.29,74.79,184.67,69.36,0.99,85.62,86.62,7.94,98.85,0.05,0.05,3816,0,4.52,87.27,1.89,75.35,0.51,0.14,0.78,1.04,97.5,53.86,78.4,21.57,0.97,38.96,39.96,21.88,97.5,4.73,0.81,NA,10.57,3.81,103.76,-0.96,-40.8,-0.23,0.13,0.56,0.93,89.1,35.13,74.64,29.55,0.98,41.68,42.68,22.71,97.66,3.16,0.41,NA,10.51,4.13,56.99
9.81,12.48,6.88,0.92,1.13,3.12,255.34,10.77,35.53,101.94,0.21,0.27,1.27,28.75,21.38,58.53,2.12,15905.29,5.94,13.28,48.69,9.57,11.16,6.66,1.35,1.57,5.1,253.27,7.24,22.17,114.42,0.14,0.17,1.17,29.96,14.24,98.87,2.52,NA,4.11,14.19,50.98,9.68,10.86,6.55,1.67,2.04,7.33,246.28,8.51,18.18,121.89,0.11,0.12,1.12,30.97,10.86,130.62,2.9,NA,1.99,14.41,51.64
-5.98,-6.77,-3.64,0.23,2.93,3.46,221.23,53.65,23.61,12.63,0.12,0.13,1.13,15.85,11.58,3.27,1.43,NA,0,13.27,89.57,0.21,0.23,0.12,0.14,2.72,3.77,204.6,48.7,22.47,23.48,0.11,0.13,1.13,22.23,11.45,6.96,1.54,NA,0,8.67,63.07,3.3,3.97,1.73,0.03,1.54,2.34,190.7,39.3,31.14,24.92,0.17,0.2,1.2,24.45,16.91,36.52,1.37,NA,0,8.04,53.37
1.97,13.01,3.6,0.59,0.73,0.76,535.85,81.3,558.72,14.29,0.85,5.61,6.61,1.97,84.86,2.32,0.43,NA,0,0,0,13.75,66.14,11.89,0.51,1.05,1.11,314.72,131.09,246.57,14.52,0.79,3.81,4.81,13.75,79.22,22.58,1.67,NA,0,0,0,9.9,35.62,4.82,0.82,1.13,1.26,177.26,39.8,126.52,16.7,0.72,2.6,3.6,16.84,72.19,19.09,3.11,NA,0,3.38,27.59
15.07,36.64,13.19,0.49,1.23,1.24,318.66,101.63,136.71,0.75,0.59,1.43,2.43,15.07,58.87,61.53,1.23,NA,2.33,0,0,21.06,35.04,17.36,1.43,1.93,1.95,299.91,48.1,94.51,1.92,0.4,0.66,1.66,22.69,39.87,106,1.93,NA,0.44,1.32,2.98,29.93,37.95,25.08,3.24,3.76,3.98,304.94,29.94,57.97,13.02,0.21,0.27,1.27,32.02,21.12,198.16,3.53,NA,0,1.33,2.94
-5.04,-692.9,-9.54,0.01,0.06,0.46,689.12,14.27,252.61,113.25,0.99,136.49,137.57,-0.87,99.27,6.01,0.72,27663.95,22.06,7.88,38.99,-4.33,124.52,-8.38,0.01,0.35,0.68,704.84,67.96,100,67.98,1.03,-29.78,-28.79,0.34,103.43,8.36,0.88,8051.53,36.66,6.43,23.58,-4.24,51.03,-8.71,0.06,0.3,0.61,747.77,60.23,131.84,78.45,1.08,-13.03,-12.04,2.08,108.29,9.5,0.83,NA,35.06,9.25,23.47
15.93,65.27,2.84,0.05,1.26,1.33,64.86,54.33,44.86,3.2,0.76,3.1,4.1,43.16,75.6,24.81,3.55,60029.67,0.16,4.85,47.34,32.83,54.42,5.01,0.56,2.97,3.04,55.54,41.48,17.1,1.25,0.4,0.66,1.66,56.93,39.67,90.79,13.21,NA,0.18,2.7,23.64,14.55,32.73,4.44,0.27,1.84,1.91,111.14,90.03,57.43,4.13,0.56,1.25,2.25,24.94,55.54,28.13,2224.76,NA,0.06,2.12,20.48
-1.7,-2.76,-9.63,9.02,178.44,178.44,2067.76,1822.75,10.76,NA,0.39,0.63,1.63,-0.77,38.5,23.08,10.92,NA,0,5.28,6.94,4.4,6.68,NA,15.47,69,69,NA,NA,NA,NA,0.34,0.52,1.52,4.4,34.05,30.94,NA,NA,0,NA,0,6.06,7.25,73.39,5.4,61.65,61.65,4408.04,3977.74,70.71,NA,0.16,0.2,1.2,6.06,16.37,37.03,NA,NA,0,0,0
12.9,34.75,5.9,0.14,0.45,1.03,166.53,18.63,43.9,35.02,0.63,1.69,2.69,54.9,62.89,27.08,1,16042.16,32.97,19.22,64.77,13.82,33.11,8.33,0,0.42,0.92,219.43,33.55,57.8,39.81,0.57,1.37,2.4,48.13,57.05,30.29,0.93,7518.6,28.09,14.8,43.11,10.56,19.4,6.02,0.03,0.42,0.95,207.41,25.7,41.08,34.5,0.44,0.81,1.84,48.63,44.34,33.75,0.95,NA,22.13,15.48,47.27
-96.95,260.42,-28.16,0.01,0.65,0.65,105.73,82.08,127.73,NA,1.37,-3.69,-2.69,223.96,137.23,-40.26,-1.48,4064.63,0,93.21,129.13,29.91,263.57,NA,0.02,1.21,1.21,137.08,129.52,108.97,NA,0.89,7.81,8.81,199.53,88.65,42.13,NA,NA,0,47.06,57.29,13.8,65.62,NA,0.19,0.84,0.84,182.36,83.03,68.15,NA,0.79,3.76,4.76,156.42,78.97,21.89,0.7,NA,33.38,56.11,86.74
0.84,7.79,0.62,0.05,0.86,1.1,268.88,150.47,190.04,47.36,0.89,8.29,9.29,21.67,89.24,4.22,1.32,37355.83,0,15.39,79.31,0.79,11.97,0.38,0.08,1.05,1.05,173.76,119.17,130.28,NA,0.93,14.22,15.22,12.87,93.43,2.87,1.42,NA,9.19,4.15,51.22,1.7,11.03,1.15,0.2,1.08,1.12,246.56,94.17,162.47,7.85,0.85,5.5,6.5,23.77,84.62,5.55,1.46,NA,1.87,10.83,52.68
3.69,8.37,3.05,0.02,0.46,0.79,300.34,66.59,149.53,49.31,0.56,1.27,2.27,27.83,55.88,17.32,0.81,17783.8,0,19.92,67.99,1.76,3.67,1.3,0.06,0.44,0.92,269.31,47.05,121,58.13,0.52,1.08,2.08,28.93,52.01,16.4,0.86,9426.14,0,14.36,54.96,3.84,11.37,5.2,0.03,0.52,0.98,492.5,77,47.59,71.29,0.48,1.43,2.96,20.93,48.34,19.22,0.51,NA,22.36,16.3,44.09
3.44,12.8,4.17,0.01,0.28,0.33,441.14,53.69,37.93,10.18,0.73,2.72,3.72,11.91,73.09,5.95,0.65,18130.11,64.13,10.26,51.6,2.85,9.46,NA,0.01,0.22,0.3,616.11,52.73,74.58,20.57,0.7,2.32,3.32,8.49,69.85,8.04,0.67,4310.33,57.35,6.7,31.65,2.76,9.16,NA,0.8,1.12,1.33,641.87,35.72,30.57,23.84,0.7,2.32,3.32,7.66,69.89,9.28,1.08,NA,64.85,6.13,27.15
9.44,14.54,4.17,0.58,1.31,2.49,160.68,32.03,43.85,52.63,0.35,0.54,1.54,56.11,35.12,50.09,2.27,25141.78,0,20.61,72.31,2.86,4.17,1.49,0.2,0.85,2.48,189.6,34.98,54.13,88.2,31.36,45.69,1.46,50.52,31.36,33.42,2.47,12530.35,0,17.44,58.87,9.43,13.55,4.41,0.6,0.96,2.49,170.61,17.68,48.76,74.69,30.43,43.74,1.44,57.71,30.43,50.12,2.54,NA,0,15.83,52.78
1.05,4.61,0.92,0.92,2.12,2.46,320.31,68.03,56.55,19.82,0.75,3.29,4.39,23.27,77.23,7.4,1.43,25365.75,0.06,19.55,76.76,3.01,11.69,3.04,0.33,1.58,1.93,367.66,112.31,90.95,31.3,0.72,2.8,3.88,23.9,72.02,10.3,1.41,13775.93,0.03,15.05,50.66,2.01,6.35,1.58,0.34,1.52,1.96,287.3,75.34,64.78,28.67,0.67,2.12,3.16,26.65,67.08,9.89,1.37,NA,0.03,13.91,53.94
21.16,28.39,16.77,2.72,4.14,4.74,288.57,42.32,29.76,18.28,0.25,0.34,1.34,57.5,25.49,95.09,1.75,30414.27,0,28.81,52.34,8.77,11.06,7.11,2.19,3.84,4.98,295.04,41.43,25.1,28.52,0.21,0.26,1.26,54,20.73,80.96,1.57,NA,0,26.61,50.95,-5.49,-7.78,-3.72,0.98,1.67,2.13,246.43,33.82,48.9,22.48,0.29,0.42,1.42,49.91,29.48,38.78,1.37,NA,0,27.13,56.48
35.73,86.7,11.48,0.55,1.71,1.71,116.97,77.91,67.37,NA,0.59,1.43,2.43,183.76,58.79,60.81,1424.62,37604.28,0,47.57,73.74,41.92,74.02,9.21,1.39,2.34,2.34,80.01,31.93,33.59,NA,43.37,76.58,1.77,294.84,43.37,97.23,573.38,NA,0,50.37,72.05,47.44,71.46,10.29,1.93,3.07,3.07,78.96,28.87,25.33,NA,33.62,50.64,1.51,313.35,33.62,141.4,8020.44,NA,0,51.89,70.94
